field_1,field_2,field_3,field_4,field_5,RE_count,RE_mean,RE_median,B_count,B_mean,B_median,G_count,G_mean,G_median,NIR_count,NIR_mean,NIR_median,R_count,R_mean,R_median
86,764821.496,6310087.038,22.482,8,237,16888.3164556962,15698,237,102.029535864979,100,237,14538.6835443038,14210,237,12386.5063291139,11932,237,13035.4852320675,13031
87,764817.59,6310087.272,22.475,10,233,15624.7124463519,14717,233,111.592274678112,112,233,14756.4721030043,14485,233,11245.2231759657,10613,233,14232.2961373391,14374
88,764811.776,6310089.026,22.488,9,232,19458.8405172414,19320,232,84.9655172413793,87,232,15038.4568965517,15030,232,16015.6077586207,15660,232,11727.0474137931,11629.5
89,764804.969,6310090.882,22.474,10,232,18623.8189655172,18518.5,232,92.2025862068966,93,232,15238.9439655172,15238,232,15117.8448275862,14819,232,11619.5646551724,11567
90,764799.167,6310091.431,22.503,11,234,17748.7863247863,16997.5,234,112.84188034188,114.5,234,17948.7179487179,18119.5,234,12545.4658119658,11546.5,234,14034.3290598291,13722.5
91,764791.991,6310091.389,22.463,13,234,19000.4358974359,19372,234,87.2435897435897,87,234,15167.6794871795,15346,234,16338.6239316239,16511,234,9612.9188034188,9561
92,764783.097,6310091.318,22.538,11,232,12784.4267241379,12409,232,95.0818965517241,95,232,12772.400862069,12505.5,232,9478.74568965517,9129.5,232,10061.775862069,10063.5
93,764788.865,6310117.377,22.544,6.5,234,18183.4615384615,18138,234,61.2564102564103,62,234,13878.8205128205,13802.5,234,16740.2692307692,16492,234,8448.33333333333,8439.5
94,764792.797,6310113.241,22.554,7,235,22583.8638297872,22742,235,60.0468085106383,60,235,15429.4638297872,15473,235,22337.0978723404,22154,235,8291.68936170213,8252
95,764797.4,6310112.306,22.493,11,233,16358.8154506438,15827,233,76.9184549356223,77,233,13467.1545064378,13321,233,14268.6824034335,13705,233,8811.39484978541,8792
96,764802.868,6310112.453,22.531,9,233,17953.5879828326,17752,233,78.9742489270386,80,233,14407.8454935622,14280,233,15507.7510729614,15162,233,9540.32618025751,9572
97,764808.115,6310108.369,22.548,6.5,232,15266.4051724138,14691.5,232,96.3534482758621,97,232,14007.6163793103,13852,232,12023.7327586207,11537.5,232,11248.7586206897,11285
98,764814.972,6310107.9,22.51,7,233,18134.1716738197,17792,233,77.6523605150215,79,233,13955.6309012876,13788,233,16769.2017167382,16539,233,8879.9313304721,8889
99,764820.398,6310107.15,22.489,9,233,19137.7081545064,18870,233,75.0987124463519,75,233,14350.0515021459,14223,233,18119.321888412,18138,233,8928.89270386266,8839
100,764824.233,6310106.706,22.526,7.5,232,19690.2586206897,19929,232,68.6508620689655,67.5,232,14358.3663793103,14460.5,232,18864.9525862069,19045,232,8573.71551724138,8586.5
101,764827.373,6310106.962,22.493,9,232,18719.3362068966,18535.5,232,79.0344827586207,79.5,232,15017.849137931,14770.5,232,16402.0646551724,16030,232,9431.03879310345,9441
102,764832.339,6310106.092,22.537,8,232,17182.8836206897,16519.5,232,84.073275862069,87,232,14531.5043103448,14064.5,232,14354.1767241379,13675.5,232,10160.9137931034,10100.5
103,764834.95,6310105.521,22.537,6,232,18624.0215517241,18541,232,77.4094827586207,79,232,14108.5818965517,13973.5,232,16918.7543103448,16810,232,9210.7974137931,9226
104,764839.15,6310105.221,22.546,5,233,17649.7682403433,17301,233,83.8669527896996,86,233,14114.2274678112,14033,233,15925.8755364807,15296,233,9845.97424892704,9943
105,764845.538,6310104.184,22.564,5,234,15862.8931623932,14935,234,101.717948717949,102.5,234,14900.3974358974,14692,234,12494.7393162393,11925,234,11911.6495726496,11901.5
106,764851.486,6310103.526,22.52,8,235,13966.6340425532,13407,235,115.165957446809,117,235,15151.5191489362,15137,235,10005.7829787234,9477,235,13400.6212765957,13632
107,764856.216,6310103.688,22.525,10,234,15472.2905982906,15038.5,234,90.7264957264957,91,234,13600.6623931624,13519.5,234,12985.6153846154,12561,234,9835.59401709402,9944
108,764862.601,6310103.34,22.502,9,232,16140.4439655172,15535,232,90.9008620689655,92,232,14178.5948275862,13837.5,232,13184.400862069,12603,232,9786.14224137931,9842
109,764867.956,6310096.635,22.484,12,233,23982.4592274678,24093,233,55.793991416309,57,233,14798.8326180258,14807,233,25525.330472103,25635,233,8375.85407725322,8301
110,764868.912,6310092.337,22.474,10,235,20062.1957446809,19286,235,81.9617021276596,83,235,14949.3957446809,14679,235,16789.8808510638,16275,235,10690.9063829787,10650
111,764865.71,6310086.076,22.465,12,233,17991.2746781116,17526,233,97.6266094420601,101,233,15394.6094420601,15204,233,13661.8326180258,13043,233,13022.7553648069,13136
112,764864.576,6310084.145,22.454,14,232,15786.9482758621,14890,232,112.655172413793,115,232,16379.2844827586,16067,232,10913.5775862069,10185.5,232,15231.375,15438
113,764870.889,6310082.762,22.503,5,232,22171.2025862069,22230.5,232,67.5,68,232,15229.3060344828,15170,232,19451.1982758621,19411.5,232,10335.1465517241,10322.5
114,764874.462,6310081.153,22.473,7,238,15454.8193277311,14425.5,238,91.4915966386555,92,238,14013.5168067227,13799,238,11786.2647058824,10754.5,238,12483.3571428571,12433
115,764879.448,6310080.505,22.454,9,231,17338.7445887446,16623,231,84.3549783549784,87,231,14453.8441558442,14271,231,14486.670995671,13924,231,11380.5238095238,11344
116,764884.987,6310080.81,22.428,9,233,18089.2274678112,17342,233,89.6223175965665,92,233,15221.0944206009,15024,233,14521.7639484979,13908,233,11916.5450643777,11947
117,764892.812,6310078.976,22.462,6,237,15311.6497890295,14208,237,97.620253164557,98,237,13842.6540084388,13801,237,12325.6962025316,11509,237,11965.6497890295,11826
118,764898.705,6310075.917,22.415,10,234,17057.905982906,16204,234,96.8888888888889,100,234,14378.0555555556,14062,234,13767.0512820513,13157,234,11829.1965811966,11904.5
119,764901.769,6310074.446,22.492,6,232,20107.8405172414,18194,232,81.0560344827586,83.5,232,15170.8405172414,14688,232,17179.775862069,14971.5,232,11990.4525862069,12254.5
120,764905.805,6310074.785,22.4,15,232,18521.5948275862,17577,232,100.038793103448,101,232,15823.5172413793,15530,232,13847.8534482759,13090,232,13073.9224137931,13108
121,764911.16,6310073.119,22.395,7,234,16041.4700854701,14413.5,234,103.529914529915,105,234,14608.5641025641,14339,234,11959.8461538462,10869.5,234,13546.8632478632,13692
122,764915.379,6310072.042,22.398,9,234,19215.7393162393,18229,234,112.594017094017,116,234,16195.858974359,15986,234,14992.6623931624,14257,234,13324.4829059829,13188
123,764922.612,6310071.009,22.422,8,234,17905.0299145299,17059,234,103.752136752137,104,234,15604.3717948718,15442.5,234,13955.4786324786,13428,234,13067.5854700855,13238
124,764931.308,6310069.941,22.413,7,233,19422.7596566524,17914,233,98.9270386266094,104,233,15894.8669527897,15836,233,15986.8497854077,14631,233,12543.2231759657,12569
125,764934.104,6310070.864,22.385,10,233,17492.8969957082,16973,233,112.721030042918,113,233,16256.9484978541,16111,233,12741.1545064378,12271,233,14231.6180257511,14265
126,764939.663,6310071.129,22.396,8,232,17965.8405172414,16615,232,99.426724137931,101,232,15622.5172413793,15481.5,232,13739.2801724138,12449,232,13380.6724137931,13891
127,764946.45,6310072.044,22.41,7,232,19659.9698275862,18500,232,100.581896551724,103,232,15458.7370689655,15189,232,15916.4224137931,14733,232,12132.3836206897,12097.5
128,764950.84,6310071.67,22.416,9,233,19204.8626609442,18307,233,92.3004291845494,96,233,14566.69527897,14314,233,16643.313304721,16281,233,11561.7167381974,11553
129,764954.348,6310071.842,22.391,8,232,15285.1810344828,14819,232,112.025862068966,111,232,14713.3577586207,14524,232,11095.9827586207,10788.5,232,14296.6939655172,14201.5
130,764960.307,6310070,22.353,10,234,17301.9188034188,16128.5,234,93.5470085470085,93,234,14284.2435897436,13890,234,14159.0341880342,13367.5,234,11845.8974358974,11841.5
131,764970.681,6310066.323,22.366,13,234,15825.8547008547,15355,234,104.905982905983,104,234,14717.0982905983,14547,234,11489.2264957265,11360.5,234,13209.4102564103,13168.5
132,764974.313,6310065.621,22.331,14,234,19103.3034188034,17935,234,89.5042735042735,90,234,15590.7179487179,15303.5,234,15053.0811965812,14079,234,12357.8504273504,12332
133,764978.635,6310065.337,22.322,13,234,19329.6923076923,18182.5,234,99.0299145299145,100,234,16442.2863247863,16137.5,234,14532.3376068376,13704.5,234,13955.0811965812,13932
134,764985.248,6310065.397,22.329,6,234,18978.1495726496,18770.5,234,97.3888888888889,98,234,16089.9444444444,16042,234,14510.2179487179,14398,234,13191.3974358974,13072.5
135,764989.914,6310064.427,22.354,15,234,21836.9273504274,20409,234,108.119658119658,111,234,18821.2094017094,18839,234,15889.7820512821,14545.5,234,16160.3461538462,16430.5
136,764996.301,6310064.818,22.404,9,234,16941.3675213675,15770.5,234,102.893162393162,104,234,14112.1709401709,13863,234,13308.7393162393,12506,234,12382.9871794872,12292.5
137,765001.745,6310064.27,22.368,12,234,18459.2606837607,17906.5,234,95.1965811965812,95.5,234,14677.5256410256,14546,234,14954.5085470085,14415,234,11418.9871794872,11409
138,765006.089,6310064.257,22.349,12,234,22013.6452991453,21751.5,234,65.3247863247863,65.5,234,14216.4700854701,14228,234,22318,21968,234,8844.61111111111,8813
139,765010.175,6310063.438,22.319,15.5,232,20282.7844827586,19480,232,81.8275862068966,83,232,15448.974137931,15232,232,17305.4612068966,16658.5,232,10765.5215517241,10799
140,765018.216,6310058.802,22.425,8,232,23755.0603448276,24272.5,232,66.3706896551724,67,232,15359.6465517241,15375,232,21753.3965517241,21987.5,232,8656.29310344828,8610.5
141,765018.482,6310050.69,22.428,8,233,22110.4849785408,22710,233,66.7639484978541,67,233,14203.2231759657,14354,233,21929.9442060086,22342,233,8113.63090128755,8097
142,765018.442,6310043.083,22.418,8,236,18480.5296610169,18199,236,85.2923728813559,85.5,236,13738.0593220339,13583,236,16277.063559322,16005.5,236,9638.09745762712,9641.5
143,765018.645,6310031.141,22.399,10,234,20800.7820512821,20665,234,79.2307692307692,79,234,14159.2606837607,13839.5,234,19383.5042735043,19283.5,234,9151.39316239316,9149.5
144,765018.448,6310024.255,22.395,12,233,18880.6051502146,18900,233,90,92,233,14357.1630901288,14494,233,16472.3004291846,16470,233,9518.26180257511,9501
145,765018.383,6310014.491,22.353,12,235,19561.514893617,19469,235,97.3404255319149,99,235,14962.2468085106,14894,235,16689.0382978723,16572,235,10061.2978723404,10046
146,765019.009,6310006.123,22.334,18,236,19923.3008474576,19399.5,236,86.614406779661,88,236,14612.156779661,14542,236,17824.0677966102,17162.5,236,9339.26694915254,9264.5
147,765012.098,6309996.993,22.378,11,231,20849.8484848485,20981,231,87.8917748917749,90,231,14988.354978355,15033,231,18442.5714285714,18460,231,10958.9437229437,10923
148,765005.548,6309996.476,22.36,13,233,23028.0600858369,22976,233,81.1974248927039,82,233,15356.7038626609,15341,233,21427.5450643777,21518,233,10501.7854077253,10456
149,764999.949,6309994.471,22.393,9.5,232,19602.1120689655,18760.5,232,95.6853448275862,96,232,15672.5474137931,15297,232,15361.3275862069,14786.5,232,12082.8448275862,11991
150,764999.43,6309997.5,22.4,10,232,21176.1034482759,20553,232,94.9051724137931,96,232,16577.0560344828,16316.5,232,16263.5,15801.5,232,12158.5129310345,12139.5
151,764996.588,6310001.625,22.37,12,233,20816.5493562232,20160,233,91.6652360515021,94,233,15683.356223176,15618,233,17294.0386266094,16594,233,11403.4377682403,11442
152,764992.891,6310006.141,22.375,12,236,15341.7033898305,14051,236,108.177966101695,109,236,14080.5296610169,13859,236,11347.1737288136,10510.5,236,13359.5042372881,13345.5
153,764989.094,6310010.35,22.411,9,234,17732.9658119658,17353.5,234,108.970085470085,109.5,234,14973.858974359,14739.5,234,13582.6025641026,13104,234,13143.4700854701,13216.5
154,764984.348,6310009.937,22.402,8,236,21702.2245762712,21900.5,236,93.8771186440678,95.5,236,15950.5296610169,15860,236,18380.7288135593,18232,236,12186.8474576271,12216.5
155,764981.333,6310014.123,22.376,12,234,19282.811965812,19095,234,90.6709401709402,94,234,14344.9230769231,14198,234,17046.4829059829,16882,234,11205.8504273504,11216.5
156,764978.162,6310019.206,22.365,10,233,15521.6394849785,14107,233,108.463519313305,110,233,14355.8240343348,13914,233,11919.3261802575,10532,233,13016.8927038627,13073
157,764975.989,6310021.225,22.364,12,234,17522.9914529915,16949.5,234,96.4230769230769,96.5,234,14545.8247863248,14374,234,14311.8675213675,13449,234,11594.6324786325,11609.5
158,764972.156,6310023.165,22.359,14,233,17814.034334764,17357,233,104.047210300429,104,233,15542.3175965665,15521,233,13754.1802575107,13091,233,12424.2703862661,12320
159,764971.245,6310024.702,22.354,15,235,15285.2127659574,14408,235,122.106382978723,121,235,15566.8595744681,15270,235,9892.94042553192,9349,235,15477.2595744681,15560
160,764965.159,6310023.251,22.363,10,232,18095,16888.5,232,104.021551724138,106.5,232,15464.2284482759,15224,232,14537.7456896552,13563.5,232,12296.7672413793,12328
161,764959.589,6310022.045,22.353,14,233,15560.0557939914,14686,233,106.188841201717,107,233,14246.3605150215,14065,233,12163.1287553648,11469,233,12243.69527897,12194
162,764952.535,6310022.21,22.386,12,233,18520.3261802575,18017,233,95.1115879828326,97,233,14751.9227467811,14725,233,15410.017167382,15031,233,11737.1072961373,11745
163,764948.654,6310025.038,22.377,9,233,16921.2446351931,15217,233,95.9656652360515,99,233,14655.0686695279,14295,233,13181.321888412,11882,233,12496.5021459227,12324
164,764945.099,6310028.101,22.416,9,232,18149.3793103448,17429,232,95.9568965517241,98,232,14817.0646551724,14562.5,232,14555.4956896552,13923.5,232,12030.0818965517,11929
165,764943.673,6310032.527,22.401,8,232,19028.1163793103,18168.5,232,92.375,94,232,14725.3017241379,14542.5,232,16052.7844827586,15392,232,11667.2887931034,11636
166,764938.569,6310031.688,22.396,10,233,18647.8326180257,17653,233,80.1974248927039,80,233,14483.5064377682,14307,233,16062.2188841202,15320,233,11477.982832618,11403
167,764936.193,6310036.691,22.396,13,232,20254.2887931034,19290.5,232,89.3362068965517,90,232,15655.1551724138,15511.5,232,16721.7543103448,15938.5,232,11885.4655172414,11814.5
168,764930.76,6310035.91,22.383,9,232,19153.474137931,18481.5,232,104.314655172414,107,232,16573.0086206897,16428,232,14760.7715517241,14104.5,232,13432.2931034483,13454
169,764927.227,6310029.768,22.393,18.5,234,23411.6538461538,23172,234,83.7222222222222,85,234,17465.6837606838,17364,234,19581.2777777778,19299,234,12042.5384615385,11878.5
170,764925.286,6310023.962,22.405,7.5,233,21402.5021459227,21084,233,82.1287553648069,81,233,15711.7081545064,15612,233,19665.8583690987,19085,233,11073.1845493562,11082
171,764925.294,6310020.657,22.4,7,233,21545.3261802575,19985,233,92.5836909871245,94,233,16338.5579399142,15898,233,19125.4420600858,17879,233,11695.6652360515,11654
172,764923.67,6310018.326,22.431,6,233,22525.7339055794,21669,233,82.6781115879828,84,233,16009.7725321888,15716,233,20472.2660944206,19663,233,10754.2231759657,10709
173,764923.058,6310017.052,22.399,7,233,19245.5965665236,18980,233,90.274678111588,90,233,14815.9871244635,14617,233,16885.9484978541,16108,233,11043.025751073,11099
174,764920.351,6310014.326,22.405,6,234,18382.7991452991,17338,234,103.098290598291,105,234,15150.8931623932,14859,234,14979.9230769231,14038,234,12396.5299145299,12535.5
175,764917.541,6310012.458,22.471,0,232,17969.3189655172,17359.5,232,96.7543103448276,98.5,232,14403.974137931,14475,232,15058.724137931,14351.5,232,13304.7370689655,13140.5
176,764916.808,6310014.042,22.478,0,232,19099.6293103448,18535.5,232,75.3879310344828,73,232,13971.3275862069,14067,232,17217.525862069,16396,232,11230.0646551724,11165
177,764916.757,6310015.733,22.489,0,232,21105.9094827586,20589.5,232,66.2068965517241,65,232,14553.4439655172,14501,232,19420.974137931,18684,232,10661.5129310345,10634
178,764916.272,6310017.269,22.493,0,233,18038.5021459227,17089,233,79.4635193133047,79,233,13794.2446351931,13491,233,16095.8154506438,15235,233,11982.5021459227,11935
179,764916.218,6310018.958,22.468,1,232,19643.6120689655,19243,232,91.3448275862069,93,232,15161.099137931,14863,232,17042.5775862069,16757.5,232,11794.7586206897,11821
180,764915.032,6310017.284,22.468,0,234,21690.7905982906,21401,234,65.4102564102564,66,234,15016.1367521368,15103,234,20111.5,19693,234,10413.9017094017,10427.5
181,764914.959,6310015.465,22.481,0,233,22439.347639485,22368,233,66.206008583691,66,233,15446.635193133,15615,233,20617.9227467811,20434,233,10575.9184549356,10632
182,764914.798,6310013.77,22.452,0,232,19527.275862069,18735,232,72.9612068965517,72,232,14222.4482758621,13949,232,17254.6379310345,16554.5,232,11490.1724137931,11399.5
183,764915.378,6310009.595,22.46,0,232,19096.9181034483,18688.5,232,91.323275862069,92,232,14864.4784482759,14903,232,15905.650862069,15511.5,232,12895.2198275862,12852
184,764916.744,6310008.014,22.484,0,235,20080.6553191489,19163,235,73.2085106382979,71,235,14304.4170212766,14054,235,17591.6978723404,16645,235,11483.3361702128,11462
185,764916.818,6310006.384,22.453,0,235,22972.6340425532,22903,235,77.8085106382979,79,235,15885.2085106383,15954,235,19876.170212766,19657,235,11675.1191489362,11549
186,764917.261,6310004.755,22.483,0,233,21739.9356223176,22026,233,84.0729613733906,83,233,15696.7038626609,15698,233,18044.3862660944,18106,233,12560.8283261803,12393
187,764917.718,6310003.764,22.478,1,234,18815.5512820513,17857.5,234,98.1282051282051,100,234,14877.3461538462,14599.5,234,15456.1324786325,14490,234,13060.2435897436,13099.5
188,764919.286,6310003.167,22.464,1,233,16808.0729613734,16661,233,121.128755364807,123,233,15355.4420600858,15354,233,12787.3733905579,12567,233,15692.9613733906,15348
