field_1,field_2,field_3,field_4,field_5,G_count,G_mean,G_median,R_count,R_mean,R_median,NIR_count,NIR_mean,NIR_median,RE_count,RE_mean,RE_median,B_count,B_mean,B_median
1067,750089.149,6297638.942,25.33,6,235,16143.885106383,16340,235,10395.0680851064,10454,235,19560.3446808511,19601,235,21149.3617021277,21237,235,56.5063829787234,54
1068,750092.596,6297641.199,25.297,7,233,17597.8240343348,17210,233,10998.0901287554,10816,233,23665.69527897,23628,233,25002.0686695279,24726,233,54.3304721030043,52
1069,750099.003,6297639.991,25.355,6,235,17309.5063829787,16473,235,11627.8765957447,11247,235,19483.6638297872,18593,235,22971.2425531915,21439,235,56.8085106382979,52
1070,750104.493,6297640.104,25.353,5,234,17417.9017094017,16910,234,11436.9316239316,11219.5,234,21351.547008547,21232.5,234,24493.0555555556,24555.5,234,53.1495726495726,53.5
1071,750106.004,6297638.82,25.3,5,232,17687.275862069,17585,232,11584.7543103448,11458.5,232,21919.0732758621,21884.5,232,25138.0431034483,25061.5,232,56.7931034482759,52.5
1072,750096.104,6297622.913,25.346,0,234,15723.3803418803,14651,234,11645.6452991453,11351.5,234,16624.7094017094,15416,234,20588.2136752137,19304.5,234,55.1538461538462,53
1073,750098.74,6297622.156,25.323,0,234,13684.1666666667,13302.5,234,10394.1623931624,10119,234,13905.188034188,13064.5,234,17129.3547008547,16003.5,234,54.034188034188,50
1074,750100.288,6297620.758,25.335,0,234,16772.4444444444,16277,234,12051.6367521368,11678,234,18768.4017094017,17888.5,234,22857.8846153846,21968.5,234,58.474358974359,55
1075,750099.266,6297619.922,25.306,0,233,15554.4163090129,15025,233,10724.8240343348,10396,233,19247.0772532189,18885,233,22332.7038626609,22043,233,47.824034334764,42
1076,750097.351,6297618.746,25.333,2,232,16160.1810344828,15977,232,10626.3534482759,10481,232,21022.4655172414,21044,232,23778.6810344828,23624.5,232,44.2931034482759,39
1077,750092.593,6297619.316,25.336,3,232,19143.974137931,19008,232,12830.4956896552,12512,232,22360.3448275862,22400.5,232,27179.6422413793,27537.5,232,54.1637931034483,49
1078,750090.827,6297617.183,25.357,0,236,15692.3008474576,15450,236,10831.2118644068,10611.5,236,16135.1779661017,16293,236,20078.7161016949,20059,236,57.5762711864407,57.5
1079,750085.585,6297614.272,25.253,12,233,15577.5064377682,15699,233,10701.025751073,10686,233,15725.2746781116,15892,233,18887.313304721,18933,233,57.343347639485,54
1080,750082.335,6297604.604,25.286,6,232,13639.5043103448,12579.5,232,9598.64655172414,9101,232,14148.525862069,12917.5,232,16172.6896551724,14546,232,52.1508620689655,45
1081,750082.636,6297603.113,25.334,4,231,14874.3722943723,14021,231,9905.1341991342,9353,231,18020.0216450216,17146,231,18937.8528138528,17851,231,50.008658008658,40
1082,750083.338,6297601.159,25.287,6.5,234,16411.3461538462,16372.5,234,10530.6923076923,10352,234,19855.141025641,20324,234,21060.5512820513,21402.5,234,50.6581196581197,44
1083,750074.941,6297605.136,25.28,9,235,14857.5872340426,15244,235,9761.73617021277,9951,235,20428.5319148936,21104,235,20838.3531914894,21657,235,48.0340425531915,47
1084,750069.732,6297607.758,25.322,4,233,16794.7896995708,16474,233,10640.025751073,10666,233,23870.0944206009,24378,233,25591.5751072961,26090,233,52.3347639484979,45
1085,750067.098,6297608.764,25.321,4,234,14026.1752136752,13891,234,9004.25641025641,8806.5,234,19744.3205128205,19934,234,21115.1111111111,21135.5,234,42.8418803418803,37.5
1086,750063.793,6297609.292,25.327,3,232,9040.74568965517,8375,232,7430.87931034483,6797,232,9554.36637931034,9067,232,10423.2068965517,9661.5,232,43.1896551724138,34
1087,750058.656,6297609.048,25.328,8,233,17146.3175965665,15794,233,12722.0429184549,12968,233,16804.313304721,14869,233,21414.9313304721,18100,233,74.2832618025751,72
1088,750054.61,6297609.899,25.387,9,233,18522.8068669528,17457,233,12693.1587982833,12435,233,18627.1244635193,17073,233,23842.4291845494,21435,233,67.6695278969957,67
1089,750052.131,6297611.509,25.477,4.5,233,9753.59227467811,9059,233,7543.36051502146,6739,233,10401.5236051502,9756,233,11857.5622317597,10812,233,35.381974248927,29
1090,750050.256,6297612.973,25.511,1,236,23521.2372881356,22916.5,236,28227.2288135593,27413,236,17991.8220338983,16908,236,23494.5296610169,21833.5,236,154.008474576271,158
1091,750049.376,6297613.834,25.509,0,232,31131.5689655172,30179,232,42438.0732758621,41104.5,232,21324.7629310345,20954.5,232,29274.8232758621,28479.5,232,183.98275862069,189
1092,750048.34,6297614.897,25.515,0,234,32390.1794871795,33015.5,234,44926.1581196581,45182,234,20712.2307692308,21021.5,234,28998.7521367521,29379,234,192.136752136752,197
1093,750048.397,6297616.418,25.526,0,234,10531.1025641026,10054,234,8534.46581196581,8157,234,10023.0769230769,9326.5,234,11965.4145299145,10911,234,48.7991452991453,43
1094,750047.034,6297617.465,25.498,0,234,26430.2478632479,26630.5,234,34980.4316239316,35049,234,16226.3931623932,16057.5,234,23041.9017094017,22794,234,179.880341880342,184
1095,750046.409,6297619.939,25.496,0,232,9748.39655172414,8807,232,7248.59482758621,6892,232,9718.94827586207,9129,232,11415.6767241379,10129.5,232,39.6120689655172,35
1096,750044.729,6297620.887,25.515,0,234,26672.311965812,26480,234,29809.6025641026,28592,234,19634.1623931624,19605,234,26290.6623931624,26998.5,234,156.239316239316,163
1097,750043.965,6297622.74,25.477,1,233,13897.0772532189,11837,233,13210.1244635193,9792,233,11112.3004291846,10132,233,13811.8884120172,11801,233,96.5150214592275,83
1098,750043.019,6297624.038,25.456,1,235,20885.570212766,19689,235,19660.2553191489,17542,235,16512.9276595745,15575,235,21771.0212765957,20140,235,128.348936170213,130
1099,750029.367,6297640.424,25.495,0,233,25232.4506437768,25133,233,26619.6480686695,26252,233,18706.0300429185,18395,233,25162.5236051502,24811,233,160.223175965665,164
1100,750028.373,6297641.619,25.5,0,233,25571.1673819743,25513,233,25152.1630901288,25554,233,20626.9527896996,19957,233,26908.2618025751,25910,233,147.197424892704,153
1101,750028.514,6297642.752,25.493,0,234,9400.02564102564,9104.5,234,7320.58547008547,6841.5,234,8974.92307692308,8807,234,10644.9615384615,9934,234,45.8675213675214,39
1102,750027.175,6297643.174,25.515,0,234,25296.5042735043,26461,234,25070.094017094,25324.5,234,19600.2777777778,19899.5,234,25985.9017094017,26325,234,154.717948717949,160
1103,750026.567,6297644.363,25.522,0,234,20688.2820512821,20124,234,19123.7051282051,19303.5,234,17100.8034188034,16107,234,21914.1025641026,20267.5,234,131.910256410256,136
1104,750026.202,6297646.162,25.481,0,234,11992.0213675214,11919,234,8267.05555555555,8369.5,234,12768.2051282051,12672.5,234,15326.4444444444,15184,234,44.1452991452991,41
