field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,B_stdev,B_min,B_max,G_count,G_mean,G_median,G_stdev,G_min,G_max,R_count,R_mean,R_median,R_stdev,R_min,R_max,RE_count,RE_mean,RE_median,RE_stdev,RE_min,RE_max,NIR_count,NIR_mean,NIR_median,NIR_stdev,NIR_min,NIR_max
1186,750129.468,6297699.093,25.463,4,9,86.6666666666667,86,10.3601801786134,73,101,9,11703.8888888889,11895,605.636019119009,10740,12582,9,11742,11903,810.979654492022,10364,12828,9,10186.2222222222,10367,492.923202893328,9607,10996,9,7910.55555555556,7825,249.512908199205,7653,8324
1187,750131.319,6297699.655,25.485,1,9,104.666666666667,105,0.942809041582063,103,106,9,12942.5555555556,12976,152.569190941983,12566,13107,9,12923.3333333333,12934,171.491496387819,12564,13121,9,11085,11063,325.874208859799,10546,11736,9,8946.11111111111,8981,309.049598480548,8431,9367
1188,750132.171,6297699.58,25.459,3,9,104.777777777778,104,2.89742329120118,100,111,9,13109.5555555556,13062,170.688872976608,12917,13449,9,13314.3333333333,13334,243.160212388641,12910,13758,9,11180.3333333333,11174,254.718581095992,10737,11666,9,8372.55555555555,8393,236.750741456594,8047,8817
1189,750138.139,6297693.481,25.395,5,9,70,81,30.3790863735052,23,99,9,15211.2222222222,15154,2384.84072506963,11055,18965,9,9566.77777777778,9349,750.902979052965,8187,10809,9,22269.2222222222,21953,4353.21877791538,15361,28494,9,18751,18321,2857.16576736846,13791,22890
1190,750149.164,6297691.458,25.399,5,9,42.7777777777778,36,22.5328292733453,11,87,9,12174.2222222222,12017,1407.79423826209,10722,15230,9,7246.66666666667,7247,555.852698313341,6321,8339,9,18925.1111111111,18201,2248.45761674998,16345,23013,9,19755.4444444444,18764,1845.45911849184,17719,23651
1191,750162.87,6297689.614,25.386,7,9,99.1111111111111,107,23.8627764261712,68,130,9,16462.6666666667,16527,3850.36722635358,10037,22491,9,11018.2222222222,11030,1055.84824012395,8792,12619,9,24123.1111111111,24282,6034.78966667337,12672,30893,9,18475.8888888889,18167,4140.7935751615,11933,23798
1192,750173.748,6297686.4,25.358,6,9,102.222222222222,119,23.7523228233824,62,132,9,14149.6666666667,13621,2475.67373545959,11318,18082,9,12002.1111111111,11975,754.354830220198,11132,13234,9,17500.3333333333,15896,4590.80179392567,12638,25194,9,15208.6666666667,14632,2829.98939927343,11688,20112
1193,750180.238,6297685.613,25.33,9,9,71.7777777777778,69,6.01438604565527,64,85,9,8869.77777777778,8620,574.044864250905,8085,9774,9,8193.33333333333,8035,688.737492324422,7415,9573,9,9576,9504,545.525027432799,8945,10623,9,10224.4444444444,10125,373.320866193952,9802,10778
1194,750189.915,6297687.842,25.327,6,9,86.4444444444444,83,28.2493308125701,29,138,9,27059.6666666667,26634,1711.92516710801,24909,30870,9,14498.8888888889,14184,1076.17836650957,12907,15939,9,36294.6666666667,36239,1615.39303782908,32904,38749,9,25880.7777777778,26207,1548.49523931229,22080,27314
1195,750203.457,6297689.079,25.353,9,10,105.9,111.5,18.7427319246688,75,133,10,21393.1,21342,2382.64770580965,17544,24447,10,14864,14870.5,1049.67013866262,13087,16671,10,24085.1,23992,3051.35427146701,18240,28795,10,16888.3,17318.5,1749.4511167792,13452,19371
1196,750214.869,6297686.343,25.334,9,9,89.5555555555556,88,6.73483664919633,80,99,9,12929.1111111111,12763,508.14705755201,12480,14037,9,11960.1111111111,11959,217.769727742374,11554,12240,9,12328.3333333333,11848,815.313027820195,11576,14269,9,10251.3333333333,10078,719.891195482577,9125,11621
1197,750226.059,6297680.635,25.31,11,9,103.444444444444,103,1.06574033851394,102,105,9,12986.4444444444,12914,323.233012309872,12619,13644,9,13298.3333333333,13305,111.688057652652,13039,13498,9,10675.7777777778,10600,196.85345806111,10459,11172,9,7098.55555555556,7127,131.07428861452,6874,7284
1198,750238.144,6297678.359,25.336,9,9,113.666666666667,122,20.4015249974658,76,138,9,22881.5555555556,23731,3954.1390441216,17219,29355,9,14790.1111111111,14706,687.294930133821,13602,15801,9,31543.2222222222,33344,7344.37034254095,19186,41174,9,22620.6666666667,23558,4241.39518450134,15584,28166
1199,750260.715,6297671.71,25.35,7,9,64.6666666666667,62,15.9930540478602,44,89,9,17531.2222222222,15743,3270.65422533908,13867,23209,9,10646.4444444444,10362,937.617205842213,9749,12692,9,20523.3333333333,18162,5202.20019692523,15612,30524,9,17754.1111111111,16938,3215.14974403109,14194,23390
1200,750268.365,6297668.362,25.319,3,9,96.7777777777778,100,12.864920242252,77,116,9,25873.4444444444,25860,1029.19797373285,24223,28060,9,13672.8888888889,13953,472.069073204911,12701,14123,9,38237.8888888889,38607,1736.45350223728,34644,40309,9,31054.5555555556,31099,1109.74292429584,28927,32900
1201,750274.572,6297668.001,25.241,6,9,39.3333333333333,41,15.8324561160506,9,62,9,14699.2222222222,14279,1240.94146856129,13360,16896,9,7652.22222222222,7615,631.966908025655,6875,8647,9,23848.1111111111,23944,2466.95311149624,20912,29267,9,24082.5555555556,24118,1559.66820624781,21589,26562
