field_1,field_2,field_3,field_4,field_5,NIR_count,NIR_mean,NIR_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,B_count,B_mean,B_median,G_count,G_mean,G_median
402,765074.298999999999069,6308827.587999999523163,20.701000000000001,3.000000000000000,243.000000000000000,14246.987654320988440,13199.000000000000000,243.000000000000000,11506.637860082304542,11088.000000000000000,243.000000000000000,17957.510288065845089,16497.000000000000000,243.000000000000000,53.547325102880656,45.000000000000000,243.000000000000000,14481.255144032920725,13327.000000000000000
403,765075.131999999983236,6308828.735000000335276,20.741000000000000,2.500000000000000,241.000000000000000,12047.950207468880762,11366.000000000000000,241.000000000000000,12072.659751037344904,11659.000000000000000,241.000000000000000,15817.360995850622203,14224.000000000000000,241.000000000000000,53.697095435684645,44.000000000000000,241.000000000000000,13651.298755186722701,12275.000000000000000
404,765076.834000000031665,6308830.497000000439584,20.721000000000000,5.000000000000000,243.000000000000000,16226.707818930040958,15249.000000000000000,243.000000000000000,9773.312757201645582,9402.000000000000000,243.000000000000000,19470.353909465022298,17947.000000000000000,243.000000000000000,45.843621399176953,43.000000000000000,243.000000000000000,14436.246913580247565,13630.000000000000000
405,765076.094999999972060,6308831.707999999634922,20.821999999999999,1.000000000000000,242.000000000000000,13501.475206611570684,12563.000000000000000,242.000000000000000,10792.892561983471751,10154.500000000000000,242.000000000000000,17197.136363636363967,15347.500000000000000,242.000000000000000,52.971074380165291,49.000000000000000,242.000000000000000,13866.661157024793283,12565.000000000000000
406,765078.763999999966472,6308833.841000000946224,20.731999999999999,3.000000000000000,242.000000000000000,15772.016528925620150,15071.000000000000000,242.000000000000000,9441.557851239669617,9178.000000000000000,242.000000000000000,18295.818181818180165,17283.000000000000000,242.000000000000000,47.632231404958681,45.000000000000000,242.000000000000000,13380.764462809916949,12864.500000000000000
407,765079.439000000013039,6308836.123999999836087,20.786000000000001,0.000000000000000,241.000000000000000,14616.908713692946549,14260.000000000000000,241.000000000000000,9958.195020746887167,9934.000000000000000,241.000000000000000,17193.755186721991777,16469.000000000000000,241.000000000000000,47.721991701244811,41.000000000000000,241.000000000000000,13190.103734439833715,12807.000000000000000
408,765080.353000000119209,6308834.518000000156462,20.800000000000001,0.000000000000000,242.000000000000000,13456.780991735537100,12112.000000000000000,242.000000000000000,10086.190082644629001,9458.000000000000000,242.000000000000000,16301.173553719008851,13883.000000000000000,242.000000000000000,44.834710743801651,38.500000000000000,242.000000000000000,12995.421487603305650,12027.500000000000000
409,765080.070999999996275,6308836.230000000447035,20.768000000000001,0.000000000000000,241.000000000000000,14937.211618257260852,13827.000000000000000,241.000000000000000,12159.381742738589310,11988.000000000000000,241.000000000000000,18685.564315352698031,16422.000000000000000,241.000000000000000,54.755186721991699,49.000000000000000,241.000000000000000,14549.630705394190954,13687.000000000000000
410,765080.712000000057742,6308836.694000000134110,20.774999999999999,0.000000000000000,242.000000000000000,14141.661157024793283,13677.000000000000000,242.000000000000000,10538.561983471072381,10273.500000000000000,242.000000000000000,16973.276859504130698,15632.000000000000000,242.000000000000000,48.991735537190081,45.500000000000000,242.000000000000000,13066.652892561984117,12712.500000000000000
411,765079.682000000029802,6308838.033999999985099,20.786000000000001,0.000000000000000,242.000000000000000,15958.355371900826867,15643.500000000000000,242.000000000000000,10808.252066115703201,10720.500000000000000,242.000000000000000,19442.462809917356935,18910.000000000000000,242.000000000000000,54.479338842975210,51.500000000000000,242.000000000000000,14728.140495867768550,14463.500000000000000
412,765080.295999999972992,6308838.269999999552965,20.748000000000001,0.000000000000000,243.000000000000000,14440.333333333333940,13471.000000000000000,243.000000000000000,14139.374485596707018,14388.000000000000000,243.000000000000000,18297.086419753086375,16741.000000000000000,243.000000000000000,69.444444444444443,70.000000000000000,243.000000000000000,15500.497942386831710,15336.000000000000000
413,765081.570999999996275,6308840.027999999932945,20.757000000000001,1.000000000000000,246.000000000000000,16534.784552845529106,16040.000000000000000,246.000000000000000,10331.040650406504938,10239.500000000000000,246.000000000000000,19727.886178861786902,19087.000000000000000,246.000000000000000,53.154471544715449,51.000000000000000,246.000000000000000,14785.353658536585499,14577.000000000000000
414,765082.266999999992549,6308835.884999999776483,20.757999999999999,1.000000000000000,245.000000000000000,11135.783673469388305,10325.000000000000000,245.000000000000000,10264.951020408163458,10052.000000000000000,245.000000000000000,13449.738775510204505,11805.000000000000000,245.000000000000000,43.142857142857146,38.000000000000000,245.000000000000000,11266.812244897959317,10471.000000000000000
415,765082.694999999948777,6308837.895999999716878,20.757000000000001,0.000000000000000,246.000000000000000,17155.300813008128898,16130.000000000000000,246.000000000000000,11636.227642276420738,11515.000000000000000,246.000000000000000,20755.987804878048337,19251.500000000000000,246.000000000000000,53.276422764227640,51.000000000000000,246.000000000000000,15679.560975609756497,15172.500000000000000
416,765081.738999999943189,6308842.589999999850988,20.751000000000001,0.000000000000000,248.000000000000000,7418.451612903225396,7088.500000000000000,248.000000000000000,11489.705645161289794,11325.500000000000000,248.000000000000000,10073.197580645160997,9539.000000000000000,248.000000000000000,52.169354838709680,48.500000000000000,248.000000000000000,9928.056451612903402,9430.000000000000000
417,765086.783999999985099,6308841.184999999590218,20.766999999999999,0.000000000000000,240.000000000000000,15538.166666666666060,14984.000000000000000,240.000000000000000,10901.266666666666424,10440.000000000000000,240.000000000000000,18574.724999999998545,17365.500000000000000,240.000000000000000,51.854166666666664,46.500000000000000,240.000000000000000,14297.487499999999272,13788.500000000000000
418,765086.165000000037253,6308843.341000000014901,20.782000000000000,1.000000000000000,242.000000000000000,13512.165289256197866,12548.500000000000000,242.000000000000000,10155.206611570247333,9723.500000000000000,242.000000000000000,15560.057851239669617,13775.500000000000000,242.000000000000000,48.256198347107429,40.000000000000000,242.000000000000000,12135.950413223141368,11143.000000000000000
419,765086.695999999996275,6308842.964999999850988,20.745999999999999,1.000000000000000,243.000000000000000,16202.518518518518249,15349.000000000000000,243.000000000000000,12376.909465020575226,12206.000000000000000,243.000000000000000,19585.320987654326018,18755.000000000000000,243.000000000000000,56.078189300411523,54.000000000000000,243.000000000000000,15291.592592592593064,14554.000000000000000
420,765086.518000000040047,6308844.975999998860061,20.754000000000001,4.000000000000000,241.000000000000000,16400.850622406640468,15763.000000000000000,241.000000000000000,11083.929460580913656,10580.000000000000000,241.000000000000000,19116.199170124480588,18229.000000000000000,241.000000000000000,56.522821576763477,51.000000000000000,241.000000000000000,14374.103734439833715,13889.000000000000000
421,765088.709000000031665,6308845.724000000394881,20.763000000000002,1.000000000000000,242.000000000000000,13951.314049586777401,13468.500000000000000,242.000000000000000,9872.698347107438167,9741.500000000000000,242.000000000000000,16757.272727272727934,16205.000000000000000,242.000000000000000,53.409090909090907,48.500000000000000,242.000000000000000,12832.033057851240301,12776.000000000000000
422,765089.246999999973923,6308846.104000000283122,20.724000000000000,1.000000000000000,241.000000000000000,17731.493775933609868,17570.000000000000000,241.000000000000000,11504.850622406640468,11102.000000000000000,241.000000000000000,21347.867219917014154,20305.000000000000000,241.000000000000000,59.178423236514526,50.000000000000000,241.000000000000000,15718.589211618256741,15343.000000000000000
423,765089.797999999951571,6308845.252000000327826,20.789999999999999,0.000000000000000,247.000000000000000,16256.639676113360110,15973.000000000000000,247.000000000000000,11832.587044534413508,11800.000000000000000,247.000000000000000,20570.404858299596526,20291.000000000000000,247.000000000000000,62.927125506072883,55.000000000000000,247.000000000000000,15575.441295546561378,15298.000000000000000
424,765090.057999999960884,6308844.253000000491738,20.771999999999998,0.000000000000000,243.000000000000000,14350.522633744856648,13789.000000000000000,243.000000000000000,11797.423868312756895,11580.000000000000000,243.000000000000000,17764.427983539095294,16871.000000000000000,243.000000000000000,55.913580246913583,52.000000000000000,243.000000000000000,13955.144032921811231,13278.000000000000000
425,765090.520999999949709,6308843.305999999865890,20.760999999999999,0.000000000000000,241.000000000000000,13981.892116182572863,13008.000000000000000,241.000000000000000,11156.659751037344904,11067.000000000000000,241.000000000000000,16934.763485477178619,15926.000000000000000,241.000000000000000,48.547717842323650,41.000000000000000,241.000000000000000,13216.958506224065786,12512.000000000000000
426,765090.854999999981374,6308841.890999999828637,20.783999999999999,0.000000000000000,243.000000000000000,12741.534979423868208,11960.000000000000000,243.000000000000000,12926.094650205761354,12355.000000000000000,243.000000000000000,16236.176954732511149,14683.000000000000000,243.000000000000000,59.337448559670783,50.000000000000000,243.000000000000000,13776.148148148147811,12757.000000000000000
427,765090.241000000038184,6308839.734000000171363,20.763999999999999,0.000000000000000,241.000000000000000,13559.834024896264964,12503.000000000000000,241.000000000000000,11462.775933609958884,10719.000000000000000,241.000000000000000,16963.979253112032893,15026.000000000000000,241.000000000000000,56.887966804979250,48.000000000000000,241.000000000000000,13854.165975103735036,12636.000000000000000
428,765090.743999999947846,6308837.533000000752509,20.794000000000000,0.000000000000000,244.000000000000000,13751.295081967213264,12621.000000000000000,244.000000000000000,11215.360655737704292,10750.500000000000000,244.000000000000000,16664.885245901637973,14811.000000000000000,244.000000000000000,51.807377049180324,45.000000000000000,244.000000000000000,13586.848360655738361,12691.500000000000000
429,765089.746000000042841,6308851.411999999545515,20.815000000000001,0.000000000000000,246.000000000000000,18389.902439024390333,18164.000000000000000,246.000000000000000,11737.195121951219335,11471.500000000000000,246.000000000000000,21361.544715447158524,20558.500000000000000,246.000000000000000,55.378048780487802,52.500000000000000,246.000000000000000,15621.065040650406445,15204.500000000000000
430,765090.173999999999069,6308852.218999999575317,20.776000000000000,0.000000000000000,240.000000000000000,19172.145833333335759,19034.000000000000000,240.000000000000000,10554.429166666666788,10458.500000000000000,240.000000000000000,20883.908333333332848,20629.000000000000000,240.000000000000000,50.629166666666670,46.500000000000000,240.000000000000000,14607.570833333333212,14397.500000000000000
431,765088.893000000040047,6308852.388000000268221,20.805000000000000,0.000000000000000,245.000000000000000,12657.302040816326553,11704.000000000000000,245.000000000000000,10136.746938775508170,9258.000000000000000,245.000000000000000,15270.338775510204869,13820.000000000000000,245.000000000000000,44.159183673469386,32.000000000000000,245.000000000000000,12445.853061224490375,11309.000000000000000
432,765088.236999999964610,6308851.072999999858439,20.789000000000001,0.000000000000000,247.000000000000000,13035.040485829958925,12542.000000000000000,247.000000000000000,9971.502024291497946,9632.000000000000000,247.000000000000000,16052.846153846156085,15290.000000000000000,247.000000000000000,51.279352226720647,40.000000000000000,247.000000000000000,12802.089068825911454,12710.000000000000000
433,765089.986000000033528,6308853.470999998971820,20.805000000000000,0.000000000000000,243.000000000000000,15404.625514403292982,14917.000000000000000,243.000000000000000,9278.012345679011560,9138.000000000000000,243.000000000000000,17267.724279835390917,16816.000000000000000,243.000000000000000,44.814814814814817,37.000000000000000,243.000000000000000,12630.176954732511149,12299.000000000000000
434,765092.540999999968335,6308851.519000000320375,20.739999999999998,2.000000000000000,241.000000000000000,17470.692946058090456,16871.000000000000000,241.000000000000000,10687.871369294605756,10068.000000000000000,241.000000000000000,20354.597510373445402,19738.000000000000000,241.000000000000000,56.875518672199171,49.000000000000000,241.000000000000000,14775.232365145227959,14098.000000000000000
435,765095.592999999993481,6308852.540000000037253,20.704000000000001,6.000000000000000,241.000000000000000,16584.983402489626314,15588.000000000000000,241.000000000000000,10615.867219917012335,10367.000000000000000,241.000000000000000,19451.153526970952953,17755.000000000000000,241.000000000000000,52.344398340248965,48.000000000000000,241.000000000000000,14124.066390041492923,13417.000000000000000
436,765096.224000000045635,6308855.355000000447035,20.750000000000000,1.000000000000000,243.000000000000000,14718.930041152263584,14326.000000000000000,243.000000000000000,9528.773662551440793,9446.000000000000000,243.000000000000000,17152.057613168723037,16475.000000000000000,243.000000000000000,44.740740740740740,37.000000000000000,243.000000000000000,12759.432098765433693,12924.000000000000000
437,765096.202000000048429,6308857.929999999701977,20.736999999999998,0.000000000000000,241.000000000000000,12287.539419087137503,12085.000000000000000,241.000000000000000,9642.970954356846050,9579.000000000000000,241.000000000000000,14465.161825726141615,13841.000000000000000,241.000000000000000,51.182572614107883,47.000000000000000,241.000000000000000,11969.419087136930102,11786.000000000000000
438,765097.184000000008382,6308857.641999999992549,20.777000000000001,0.000000000000000,242.000000000000000,15096.603305785123666,14621.500000000000000,242.000000000000000,10046.615702479339234,10442.500000000000000,242.000000000000000,16853.132231404957565,16576.500000000000000,242.000000000000000,48.979338842975210,45.000000000000000,242.000000000000000,13135.690082644629001,13397.000000000000000
439,765098.349999999976717,6308858.117999999783933,20.728000000000002,4.000000000000000,245.000000000000000,16931.216326530611695,16441.000000000000000,245.000000000000000,10550.265306122448237,10246.000000000000000,245.000000000000000,19577.930612244897929,18993.000000000000000,245.000000000000000,49.518367346938774,47.000000000000000,245.000000000000000,15057.069387755102071,14517.000000000000000
440,765100.363999999943189,6308857.859000000171363,20.771999999999998,4.000000000000000,245.000000000000000,17836.416326530612423,16954.000000000000000,245.000000000000000,10783.138775510204141,10336.000000000000000,245.000000000000000,20458.979591836734471,19295.000000000000000,245.000000000000000,53.285714285714285,52.000000000000000,245.000000000000000,15655.620408163265893,14924.000000000000000
441,765100.405000000027940,6308857.887000000104308,20.770000000000000,0.000000000000000,242.000000000000000,17929.987603305784432,17064.500000000000000,242.000000000000000,10874.371900826447018,10529.500000000000000,242.000000000000000,20655.661157024795102,19404.500000000000000,242.000000000000000,53.363636363636367,52.500000000000000,242.000000000000000,15722.768595041321532,14900.500000000000000
442,765101.109999999986030,6308858.133000000379980,20.774000000000001,0.000000000000000,241.000000000000000,17159.663900414936506,16181.000000000000000,241.000000000000000,11436.302904564316123,11217.000000000000000,241.000000000000000,19653.302904564312485,18504.000000000000000,241.000000000000000,56.834024896265561,54.000000000000000,241.000000000000000,15325.887966804979442,14404.000000000000000
443,765100.930999999865890,6308859.683000000193715,20.785000000000000,1.000000000000000,246.000000000000000,20986.829268292687630,20655.000000000000000,246.000000000000000,11808.410569105690229,11512.500000000000000,246.000000000000000,23298.674796747967775,22991.500000000000000,246.000000000000000,55.873983739837399,51.500000000000000,246.000000000000000,17324.861788617887214,17086.500000000000000
444,765102.253000000026077,6308860.425999999977648,20.782000000000000,1.000000000000000,242.000000000000000,16613.776859504130698,15995.500000000000000,242.000000000000000,10900.694214876033584,10530.500000000000000,242.000000000000000,19661.219008264462900,18445.000000000000000,242.000000000000000,58.053719008264466,53.000000000000000,242.000000000000000,15452.421487603305650,14787.000000000000000
445,765103.111999999964610,6308861.287999999709427,20.789000000000001,0.000000000000000,245.000000000000000,16813.738775510202686,16703.000000000000000,245.000000000000000,11538.612244897958590,11747.000000000000000,245.000000000000000,20648.077551020407554,20748.000000000000000,245.000000000000000,60.587755102040816,58.000000000000000,245.000000000000000,16335.502040816327280,16393.000000000000000
446,765104.079000000027008,6308861.155000000260770,20.763000000000002,0.000000000000000,248.000000000000000,18693.794354838708387,18275.500000000000000,248.000000000000000,11672.600806451613607,11787.500000000000000,248.000000000000000,21576.870967741935601,21352.000000000000000,248.000000000000000,62.814516129032256,60.500000000000000,248.000000000000000,16334.459677419354193,16317.000000000000000
447,765099.305000000051223,6308855.442999999038875,20.736000000000001,2.000000000000000,249.000000000000000,15288.943775100402490,14765.000000000000000,249.000000000000000,10575.048192771084359,10428.000000000000000,249.000000000000000,18312.413654618474538,17820.000000000000000,249.000000000000000,50.502008032128515,48.000000000000000,249.000000000000000,14700.879518072290011,14383.000000000000000
448,765098.523999999975786,6308852.088000000454485,20.770000000000000,1.000000000000000,241.000000000000000,17271.049792531121057,16821.000000000000000,241.000000000000000,10652.427385892116945,10415.000000000000000,241.000000000000000,19768.020746887967107,18551.000000000000000,241.000000000000000,50.825726141078839,46.000000000000000,241.000000000000000,14558.215767634854274,13714.000000000000000
449,765098.917999999946915,6308849.211000000126660,20.742000000000001,1.000000000000000,242.000000000000000,14034.086776859501697,13048.000000000000000,242.000000000000000,9109.413223140496484,8626.500000000000000,242.000000000000000,16137.066115702478783,14572.500000000000000,242.000000000000000,43.028925619834709,36.000000000000000,242.000000000000000,12329.607438016528249,11124.000000000000000
450,765099.971000000019558,6308840.076000000350177,20.754999999999999,2.500000000000000,242.000000000000000,17185.636363636363967,16716.500000000000000,242.000000000000000,10042.847107438015883,9830.000000000000000,242.000000000000000,19745.256198347105965,18874.500000000000000,242.000000000000000,51.962809917355379,49.000000000000000,242.000000000000000,14799.665289256197866,14254.000000000000000
451,765100.332999999984168,6308838.611999999731779,20.756000000000000,4.000000000000000,247.000000000000000,16328.497975708502054,15147.000000000000000,247.000000000000000,9284.813765182187126,8912.000000000000000,247.000000000000000,18533.493927125509799,17157.000000000000000,247.000000000000000,44.821862348178136,40.000000000000000,247.000000000000000,13473.542510121456871,12493.000000000000000
452,765098.626000000047497,6308836.052000000141561,20.734000000000002,4.500000000000000,246.000000000000000,13343.317073170732328,12139.000000000000000,246.000000000000000,10479.373983739837058,9808.500000000000000,246.000000000000000,15659.939024390243503,13692.500000000000000,246.000000000000000,47.605691056910572,37.500000000000000,246.000000000000000,12419.833333333333940,10851.500000000000000
453,765098.900000000023283,6308831.774000000208616,20.710999999999999,4.000000000000000,241.000000000000000,16720.195020746887167,15929.000000000000000,241.000000000000000,10270.074688796679766,9934.000000000000000,241.000000000000000,19706.701244813280937,18340.000000000000000,241.000000000000000,47.493775933609960,46.000000000000000,241.000000000000000,14595.788381742739148,13863.000000000000000
454,765099.067999999970198,6308825.559999999590218,20.750000000000000,1.000000000000000,243.000000000000000,13591.921810699586786,12470.000000000000000,243.000000000000000,10720.004115226336580,9965.000000000000000,243.000000000000000,16474.353909465022298,14283.000000000000000,243.000000000000000,51.683127572016453,48.000000000000000,243.000000000000000,13389.251028806584145,11821.000000000000000
455,765098.921999999904074,6308824.672000000253320,20.785000000000000,0.000000000000000,242.000000000000000,12607.900826446280917,11891.500000000000000,242.000000000000000,10105.289256198346266,9792.000000000000000,242.000000000000000,15233.595041322314501,13801.000000000000000,242.000000000000000,47.223140495867767,44.500000000000000,242.000000000000000,12544.768595041321532,11421.000000000000000
456,765099.344000000040978,6308821.774000000208616,20.727000000000000,2.000000000000000,245.000000000000000,14233.216326530611695,13039.000000000000000,245.000000000000000,11017.285714285713766,10378.000000000000000,245.000000000000000,17778.355102040815837,16210.000000000000000,245.000000000000000,56.693877551020407,52.000000000000000,245.000000000000000,14418.110204081633128,13147.000000000000000
457,765099.719999999972060,6308821.145999998785555,20.751999999999999,1.000000000000000,242.000000000000000,13632.140495867768550,12846.000000000000000,242.000000000000000,10890.607438016528249,10450.000000000000000,242.000000000000000,16483.636363636363967,14925.500000000000000,242.000000000000000,53.884297520661157,45.500000000000000,242.000000000000000,13240.524793388429316,12191.000000000000000
458,765099.947999999974854,6308821.065999999642372,20.724000000000000,2.000000000000000,242.000000000000000,14814.710743801653734,13975.500000000000000,242.000000000000000,11658.925619834710233,11462.000000000000000,242.000000000000000,18287.714876033056498,16313.000000000000000,242.000000000000000,56.272727272727273,50.000000000000000,242.000000000000000,14510.818181818181984,13224.000000000000000
459,765099.917000000015832,6308819.093999999575317,20.683000000000000,4.000000000000000,241.000000000000000,11863.917012448133391,11208.000000000000000,241.000000000000000,11056.070539419086344,10271.000000000000000,241.000000000000000,14907.726141078837827,13310.000000000000000,241.000000000000000,53.170124481327797,40.000000000000000,241.000000000000000,12594.215767634854274,11504.000000000000000
460,765101.141999999992549,6308817.182000000961125,20.745999999999999,1.000000000000000,242.000000000000000,11138.466942148759699,10150.000000000000000,242.000000000000000,11340.400826446280917,10621.500000000000000,242.000000000000000,13808.322314049586566,12098.000000000000000,242.000000000000000,47.727272727272727,38.000000000000000,242.000000000000000,11612.004132231406402,10071.000000000000000
461,765097.283000000054017,6308816.831000000238419,20.768999999999998,1.000000000000000,242.000000000000000,19058.913223140494665,18190.000000000000000,242.000000000000000,14305.946280991734966,13887.500000000000000,242.000000000000000,23995.123966942144762,21987.000000000000000,242.000000000000000,71.727272727272734,70.500000000000000,242.000000000000000,18799.334710743802134,17646.000000000000000
462,765097.035000000032596,6308815.640999999828637,20.754999999999999,1.000000000000000,248.000000000000000,14736.100806451613607,13719.000000000000000,248.000000000000000,11810.915322580645807,11248.000000000000000,248.000000000000000,18374.080645161291613,16644.500000000000000,248.000000000000000,56.318548387096776,48.000000000000000,248.000000000000000,14710.693548387096598,13481.000000000000000
463,765096.341999999945983,6308815.985999999567866,20.716999999999999,2.000000000000000,243.000000000000000,14482.378600823045417,13050.000000000000000,243.000000000000000,11656.942386831275144,10815.000000000000000,243.000000000000000,17958.695473251027579,15825.000000000000000,243.000000000000000,58.753086419753089,45.000000000000000,243.000000000000000,14834.901234567902065,13392.000000000000000
464,765096.525000000023283,6308813.206000000238419,20.709000000000000,3.000000000000000,247.000000000000000,14767.121457489878594,13642.000000000000000,247.000000000000000,9702.497975708502054,9090.000000000000000,247.000000000000000,16434.080971659917850,14946.000000000000000,247.000000000000000,53.327935222672068,44.000000000000000,247.000000000000000,13014.991902834008215,12122.000000000000000
465,765097.655999999959022,6308812.894000000320375,20.756000000000000,1.000000000000000,248.000000000000000,13265.004032258064399,12251.500000000000000,248.000000000000000,10972.741935483871202,10813.000000000000000,248.000000000000000,16114.556451612903402,15044.000000000000000,248.000000000000000,52.862903225806448,42.000000000000000,248.000000000000000,13409.161290322581408,12574.000000000000000
466,765097.346000000019558,6308811.427000000141561,20.712000000000000,3.000000000000000,241.000000000000000,12427.950207468880762,11011.000000000000000,241.000000000000000,11140.659751037344904,10449.000000000000000,241.000000000000000,15452.170124481328457,12613.000000000000000,241.000000000000000,54.082987551867213,42.000000000000000,241.000000000000000,13114.145228215767929,11289.000000000000000
467,765097.579000000027008,6308805.267000000923872,20.625000000000000,16.000000000000000,242.000000000000000,9335.458677685950533,8269.000000000000000,242.000000000000000,13572.157024793388700,12841.000000000000000,242.000000000000000,12994.545454545452230,11170.000000000000000,242.000000000000000,51.500000000000000,44.000000000000000,242.000000000000000,12513.743801652892216,10753.000000000000000
468,765080.336999999941327,6308801.169999999925494,20.686000000000000,8.000000000000000,246.000000000000000,14785.723577235772609,13589.000000000000000,246.000000000000000,9655.589430894309771,9189.500000000000000,246.000000000000000,17215.121951219512994,15209.500000000000000,246.000000000000000,48.000000000000000,37.000000000000000,246.000000000000000,12932.569105691056393,12003.000000000000000
469,765076.474999999976717,6308794.983000000007451,20.719000000000001,6.000000000000000,242.000000000000000,20894.690082644629001,18810.500000000000000,242.000000000000000,11426.458677685950533,10170.000000000000000,242.000000000000000,23363.099173553717264,19966.000000000000000,242.000000000000000,56.528925619834709,56.000000000000000,242.000000000000000,16848.061983471074200,14764.000000000000000
470,765069.478000000002794,6308791.362999999895692,20.722000000000001,4.000000000000000,241.000000000000000,13009.298755186722701,12142.000000000000000,241.000000000000000,10761.219917012447695,10252.000000000000000,241.000000000000000,16137.269709543568752,14696.000000000000000,241.000000000000000,51.497925311203318,45.000000000000000,241.000000000000000,12860.431535269710366,12169.000000000000000
471,765069.515000000013970,6308790.684999999590218,20.754999999999999,3.000000000000000,242.000000000000000,11072.545454545452230,10564.500000000000000,242.000000000000000,10692.033057851240301,10169.000000000000000,242.000000000000000,14201.764462809916949,13135.500000000000000,242.000000000000000,48.111570247933876,42.500000000000000,242.000000000000000,11650.417355371901067,10979.000000000000000
472,765069.442000000039116,6308790.014000000432134,20.745999999999999,1.000000000000000,245.000000000000000,11277.469387755101707,10900.000000000000000,245.000000000000000,10003.673469387755176,9476.000000000000000,245.000000000000000,14370.179591836735199,13239.000000000000000,245.000000000000000,45.620408163265303,39.000000000000000,245.000000000000000,11587.595918367345803,10636.000000000000000
473,765068.935999999986961,6308789.162999999709427,20.741000000000000,3.500000000000000,244.000000000000000,14913.586065573770611,14450.000000000000000,244.000000000000000,11433.799180327869180,10834.500000000000000,244.000000000000000,19174.426229508197139,17715.000000000000000,244.000000000000000,56.684426229508198,49.500000000000000,244.000000000000000,15125.286885245901431,14192.000000000000000
474,765068.302999999956228,6308788.269000001251698,20.744000000000000,5.000000000000000,246.000000000000000,12659.394308943086799,11188.000000000000000,246.000000000000000,9031.914634146341996,8495.500000000000000,246.000000000000000,15081.317073170732328,12305.000000000000000,246.000000000000000,44.487804878048777,34.500000000000000,246.000000000000000,11346.857723577235447,9809.000000000000000
475,765066.420000000041910,6308789.188000000081956,20.763000000000002,1.000000000000000,241.000000000000000,18097.286307053942437,16925.000000000000000,241.000000000000000,12602.410788381743259,12074.000000000000000,241.000000000000000,21752.265560165975330,20170.000000000000000,241.000000000000000,62.294605809128633,59.000000000000000,241.000000000000000,16076.307053941909544,15012.000000000000000
476,765065.709000000031665,6308791.927000000141561,20.771000000000001,1.000000000000000,241.000000000000000,21644.253112033195066,20978.000000000000000,241.000000000000000,11945.315352697094568,11941.000000000000000,241.000000000000000,24869.601659751038824,23863.000000000000000,241.000000000000000,57.551867219917014,53.000000000000000,241.000000000000000,17023.244813278008223,16678.000000000000000
477,765064.434000000008382,6308788.313000000081956,20.765000000000001,1.000000000000000,241.000000000000000,14534.639004149377797,13171.000000000000000,241.000000000000000,11113.394190871369574,10059.000000000000000,241.000000000000000,17417.821576763486519,15067.000000000000000,241.000000000000000,54.605809128630703,38.000000000000000,241.000000000000000,13113.439834024893571,11404.000000000000000
478,765061.604000000166707,6308786.021999999880791,20.751000000000001,2.500000000000000,242.000000000000000,13911.776859504132517,13001.000000000000000,242.000000000000000,12542.268595041321532,11926.000000000000000,242.000000000000000,17587.987603305784432,16127.500000000000000,242.000000000000000,59.090909090909093,46.000000000000000,242.000000000000000,14053.867768595040616,12794.000000000000000
479,765056.815000000060536,6308784.319000000134110,20.742000000000001,6.000000000000000,243.000000000000000,10983.172839506172750,10171.000000000000000,243.000000000000000,11895.246913580247565,11282.000000000000000,243.000000000000000,14359.864197530863748,12558.000000000000000,243.000000000000000,54.744855967078180,48.000000000000000,243.000000000000000,12557.304526748970602,11532.000000000000000
480,765054.576000000117347,6308784.995000000111759,20.753000000000000,3.000000000000000,241.000000000000000,18404.684647302903613,17088.000000000000000,241.000000000000000,10184.539419087137503,9393.000000000000000,241.000000000000000,20837.734439834024670,18416.000000000000000,241.000000000000000,46.365145228215766,45.000000000000000,241.000000000000000,14972.697095435683877,13697.000000000000000
481,765050.797999999951571,6308784.877000000327826,20.728000000000002,4.000000000000000,240.000000000000000,15718.604166666666060,15131.500000000000000,240.000000000000000,10397.433333333332484,10167.500000000000000,240.000000000000000,18774.570833333335031,17757.000000000000000,240.000000000000000,54.491666666666667,50.000000000000000,240.000000000000000,14353.258333333333212,13755.500000000000000
482,765042.930000000051223,6308782.970999999903142,20.733000000000001,6.000000000000000,248.000000000000000,13517.685483870967801,13049.000000000000000,248.000000000000000,9802.786290322581408,9646.000000000000000,248.000000000000000,16341.745967741935601,15203.500000000000000,248.000000000000000,49.338709677419352,41.000000000000000,248.000000000000000,12918.104838709678006,11995.000000000000000
483,765036.226999999955297,6308779.944000000134110,20.719999999999999,6.000000000000000,243.000000000000000,19676.164609053499589,18966.000000000000000,243.000000000000000,10794.962962962965321,10482.000000000000000,243.000000000000000,22016.477366255145171,20930.000000000000000,243.000000000000000,54.164609053497941,46.000000000000000,243.000000000000000,15781.654320987654501,14879.000000000000000
484,765031.834000000031665,6308771.957999999634922,20.768000000000001,5.000000000000000,241.000000000000000,15488.448132780084052,14944.000000000000000,241.000000000000000,9439.705394190870720,9226.000000000000000,241.000000000000000,17777.402489626554598,16652.000000000000000,241.000000000000000,46.307053941908713,41.000000000000000,241.000000000000000,13587.804979253112833,13383.000000000000000
485,765033.503000000026077,6308766.203999999910593,20.751000000000001,0.000000000000000,241.000000000000000,8730.734439834024670,8488.000000000000000,241.000000000000000,10415.373443983402467,10109.000000000000000,241.000000000000000,11681.908713692946549,11212.000000000000000,241.000000000000000,51.278008298755189,46.000000000000000,241.000000000000000,10739.522821576763818,10305.000000000000000
