field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,G_count,G_mean,G_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
352,749875.302,6297310.92,26.372,"-1",11,66.2727272727273,59,11,18793,19091,11,9771.09090909091,9489,11,29853.7272727273,29516,11,26597.0909090909,28142
353,749873.751,6297312.877,26.325,"0",9,50.6666666666667,53,9,13125.3333333333,12818,9,6925.66666666667,6660,9,18528.7777777778,18803,9,15904.3333333333,16176
354,749871.867,6297314.658,26.323,"0",10,35.3,26.5,10,15769.1,14530.5,10,8267.3,8289.5,10,24577.8,22477.5,10,24291.5,23627.5
355,749870.35,6297316.357,26.315,"1",9,32,39,9,13236.3333333333,12950,9,7300.55555555556,7094,9,20355.2222222222,20098,9,20442.4444444444,20102
356,749887.362,6297306.391,26.214,"4",9,28.7777777777778,26,9,10491.1111111111,10772,9,6012.88888888889,5980,9,17911,18630,9,19702.5555555556,20986
357,749895.212,6297307.501,26.18,"10",9,63.6666666666667,62,9,8302,8385,9,6682.33333333333,6751,9,7750.88888888889,7677,9,6680.77777777778,6652
358,749909.313,6297301.053,26.1,"14",8,58.75,59,8,23776.375,23948,8,14458.5,14303.5,8,41136,39501,8,36476.5,34928
359,749914.793,6297301.722,26.089,"9",9,37.4444444444444,32,9,14774.8888888889,14319,9,9342.66666666667,9078,9,24754.5555555556,24283,9,21024.6666666667,20360
360,749918.583,6297303.354,26.041,"8",9,60.6666666666667,61,9,7771.55555555556,7742,9,6340.44444444444,6368,9,7447.11111111111,7274,9,6546.77777777778,6505
361,749930.787,6297299.424,25.956,"11",10,40.8,36.5,10,12269.6,12136,10,8082.8,7969.5,10,18545.4,18652.5,10,17126.1,17149
362,749939.99,6297296.906,25.956,"8",9,37.4444444444444,34,9,11340.6666666667,11115,9,6652,6441,9,15418.1111111111,15371,9,15800.7777777778,15368
363,749949.996,6297292.281,25.915,"3",9,41.3333333333333,34,9,14630.2222222222,13726,9,9049.66666666667,8304,9,20921.6666666667,20239,9,21339.2222222222,21058
364,749951.982,6297291.366,25.909,"4",9,29.6666666666667,30,9,11406.6666666667,11338,9,7446.66666666667,7481,9,16954.2222222222,17020,9,18536.3333333333,18371
365,749956.339,6297291.033,25.918,"4",9,40.1111111111111,41,9,15105.7777777778,15225,9,8748.88888888889,8760,9,23680.1111111111,23477,9,24453.8888888889,24293
366,749959.294,6297290.667,25.896,"3",9,66.8888888888889,59,9,12530.1111111111,12414,9,8168.77777777778,7924,9,11911.6666666667,10842,9,10234.7777777778,10055
367,749969.784,6297287.8,25.873,"9",9,47.1111111111111,44,9,7932.88888888889,7389,9,7442.22222222222,7401,9,12040.6666666667,11807,9,9661,9574
368,749978.547,6297285.136,25.825,"4",9,88,88,9,8851.55555555555,8751,9,8427.22222222222,8534,9,7342.11111111111,7320,9,6198.11111111111,6188
369,749982.993,6297284.058,25.806,"7",9,110,110,9,11942.2222222222,11895,9,13704.8888888889,13752,9,10061.8888888889,10040,9,7251.66666666667,7322
370,749986.612,6297282.548,25.786,"9.5",9,73.1111111111111,83,9,29684,29915,9,21867.3333333333,21074,9,44848.3333333333,45347,9,35219.1111111111,36376
371,749991.023,6297281.517,25.739,"12",9,76.3333333333333,67,9,19138.6666666667,18708,9,11551.8888888889,10805,9,25086.7777777778,23593,9,21019.4444444444,20259
372,749997.246,6297281.59,25.8,"2",9,111,116,9,39906.2222222222,41822,9,24811.6666666667,25512,9,54764.4444444444,57826,9,44921.8888888889,46024
373,749998.836,6297280.435,25.821,"1",9,60.4444444444444,57,9,16820.6666666667,17252,9,11267,11458,9,23481.2222222222,22741,9,20339.6666666667,19525
374,749999.777,6297279.451,25.805,"2",9,44.6666666666667,39,9,13071.4444444444,12230,9,9841.11111111111,9165,9,15336.2222222222,13912,9,13824,13550
375,749999.957,6297277.577,25.796,"2",9,91.3333333333333,84,9,13813.5555555556,14047,9,12938.4444444444,12777,9,12706.5555555556,12406,9,9560.33333333333,9720
376,750002.74,6297277.354,25.8,"2",9,47.2222222222222,50,9,16801.3333333333,15725,9,10862.3333333333,10206,9,23603.6666666667,21577,9,20447.3333333333,20083
377,750003.734,6297279.797,25.772,"5",9,74.3333333333333,72,9,8623.44444444445,8344,9,8137,8014,9,7181.66666666667,6907,9,6019.88888888889,5958
378,750009.245,6297276.28,25.776,"5",10,92.2,87.5,10,18688.6,17801,10,12754.7,13344,10,26660.9,26813,10,20736.1,20529
379,750024.001,6297257.01,25.706,"10",9,40.3333333333333,43,9,16449.1111111111,16421,9,11155.2222222222,10073,9,23674.2222222222,24478,9,20737.1111111111,20678
380,750032.042,6297255.721,25.764,"9",11,53.8181818181818,54,11,10339.2727272727,10173,11,7678.45454545455,7510,11,11171.5454545455,10767,11,9679.18181818182,9146
381,750037.201,6297255.366,25.721,"11",9,78.3333333333333,79,9,8175.55555555556,8092,9,7687.88888888889,7472,9,6529.22222222222,6361,9,5799.44444444444,5841
382,750042.462,6297255.786,25.72,"7",10,101.4,99,10,23648.9,23313,10,17402.6,16293.5,10,27083.4,25507,10,17843.5,16949.5
383,750049.124,6297254.936,25.689,"6",10,71.5,70,10,14471.4,14620,10,10210.1,10050,10,19872.6,20410,10,16890.9,17310
384,750051.768,6297254.269,25.668,"9",8,56.25,66.5,8,16536.375,15993,8,11448.625,11754,8,22476.375,22889.5,8,19533,19852
385,750058.426,6297253.003,25.601,"9",10,76,82.5,10,21589.4,21427.5,10,13683.8,13766.5,10,26641.2,27336.5,10,21133.1,21439
386,750067.433,6297251.356,25.581,"2",9,26.7777777777778,27,9,14283.1111111111,14112,9,8811.88888888889,8732,9,17516.1111111111,17056,9,15922.8888888889,15932
387,750071.804,6297250.812,25.559,"5",9,66,65,9,15583.5555555556,15155,9,11569.4444444444,12064,9,17656,16584,9,12347.4444444444,12151
388,750077.717,6297250.548,25.549,"0",9,47.8888888888889,53,9,9289.88888888889,8842,9,7560.22222222222,7645,9,10086.4444444444,9854,9,9217.55555555555,9030
389,750076.335,6297252.263,25.54,"0",9,30.8888888888889,24,9,11487.7777777778,11522,9,10473.2222222222,10293,9,16086,16134,9,14328.7777777778,14025
390,750079.185,6297249.353,25.565,"0",12,51.75,57.5,12,14328.3333333333,14277,12,9591.25,9297,12,19924.3333333333,20026.5,12,16881.4166666667,16774
391,750080.474,6297247.995,25.592,"0",10,42,40.5,10,9004.5,9027,10,7300.7,7418,10,10280.7,10138,10,10265.6,10226.5
392,750082.439,6297247.816,25.56,"1",9,39.8888888888889,38,9,14142.2222222222,13588,9,9932.11111111111,9013,9,22218.5555555556,22774,9,20004.4444444444,18802
393,750124.601,6297209.022,25.445,"6",9,37.2222222222222,33,9,13486.6666666667,13042,9,9717.77777777778,9554,9,19513.1111111111,18709,9,17645.5555555556,17497
394,750130.22,6297209.137,25.518,"0",9,57.7777777777778,58,9,10180.2222222222,10297,9,7819.33333333333,7844,9,10796.4444444444,10973,9,9888.55555555555,9676
395,750131.539,6297210.604,25.567,"-1",10,43.1,48,10,14417.6,13826.5,10,11550.4,11317.5,10,17639.1,16607,10,14949.8,14630.5
396,750132.266,6297209.395,25.548,"-1",9,73.5555555555556,67,9,20858.5555555556,20156,9,14376,13871,9,29036.1111111111,30019,9,23749.4444444444,24287
397,750132.846,6297207.887,25.569,"-1",10,147.2,149,10,18604.3,18142.5,10,21277.8,20403.5,10,18141.8,17687,10,15218.6,15038.5
398,750134.692,6297208.221,25.56,"-1",9,79.5555555555556,79,9,10861.4444444444,10457,9,9116.88888888889,8876,9,12460,11629,9,11275,11040
399,750135.565,6297207.405,25.58,"-1",10,79.8,73,10,16895.1,16960.5,10,12504.9,12376.5,10,17526.1,15844.5,10,14878.2,14308.5
400,750135.255,6297205.418,25.576,"-1",11,167.090909090909,170,11,17603.0909090909,17325,11,19181.4545454545,18666,11,13227.5454545455,13197,11,10262.7272727273,10141
401,750137.614,6297204.752,25.557,"-1",9,101.333333333333,92,9,18477.1111111111,18004,9,14747.6666666667,13728,9,17956.1111111111,17502,9,12922.3333333333,11931
402,750139.512,6297203.685,25.556,"-1",11,111.090909090909,109,11,19837.2727272727,18252,11,17391.7272727273,17823,11,26814,25391,11,19462.2727272727,19117
403,750140.855,6297201.717,25.561,"-1",10,160,160.5,10,21311.9,20601.5,10,22734,23129,10,18688.6,17909.5,10,14043.5,13563.5
404,750142.218,6297200.896,25.537,"-1",10,94.8,100.5,10,18864.8,21196,10,15504.9,14980.5,10,22145.4,22595.5,10,15553.3,15389
405,750143.557,6297199.518,25.574,"-1",9,61.7777777777778,49,9,18139.6666666667,18359,9,19086.6666666667,18182,9,21176.8888888889,19792,9,17457.8888888889,15921
406,750140.912,6297203.983,25.521,"0",9,67.6666666666667,77,9,22298.1111111111,21436,9,14571.3333333333,15333,9,34464.3333333333,36063,9,27325,25960
407,750138.005,6297203.48,25.495,"0",12,204.833333333333,205.5,12,40227.0833333333,40923.5,12,56846.25,57899.5,12,39368.75,40474,12,25095.3333333333,25461.5
408,750136.326,6297203.603,25.526,"0",9,177.555555555556,171,9,18346.5555555556,18313,9,20067.8888888889,20566,9,12460.8888888889,12316,9,9295.55555555555,9397
409,750138.103,6297206.903,25.517,"0",10,34.3,19,10,16507,15985.5,10,13101.3,12895,10,28191,24044,10,27611.6,25125
410,750136.961,6297208.822,25.542,"0",8,53.375,48.5,8,15410.5,15003.5,8,8861.625,8615,8,16909.375,16026.5,8,12888.375,12242.5
411,750135.849,6297209.805,25.51,"0",9,40.5555555555556,36,9,9360.22222222222,9181,9,7638,7581,9,12069.1111111111,11431,9,11293.5555555556,11347
412,750142.766,6297200.948,25.565,"0",9,67.1111111111111,58,9,10152.5555555556,9703,9,9484,9228,9,11092.1111111111,10123,9,10084.2222222222,9674
413,750143.392,6297199.558,25.573,"-1",9,56.1111111111111,61,9,17398.2222222222,16174,9,20403.7777777778,22084,9,22104.6666666667,22440,9,18493.4444444444,17678
414,750144.289,6297198.348,25.578,"-1",9,101,105,9,16014.1111111111,14641,9,15076.3333333333,14511,9,16439.7777777778,15208,9,13464.5555555556,13062
415,750142.128,6297197.537,25.502,"2",10,41.8,36,10,14265.3,14819.5,10,9771.9,10046,10,17992.2,18581,10,15300.5,15373.5
416,750143.586,6297195.904,25.53,"1",10,84.2,89.5,10,19627.2,17986,10,15938.8,15615.5,10,24313.8,22018.5,10,18090,17029
417,750151.506,6297191.579,24.874,"1",9,75,63,9,21164.3333333333,21464,9,12252.5555555556,11695,9,27639.3333333333,27739,9,22715.4444444444,23031
418,750153.057,6297189.579,25.489,"3",11,50.9090909090909,46,11,14692.6363636364,12897,11,9041.36363636364,8066,11,17736.6363636364,14660,11,17064.6363636364,14670
419,750162.767,6297183.018,25.427,"7",10,25.9,11,10,13777.5,14083,10,9467.4,9518,10,16943.9,17063.5,10,16049.2,15361.5
420,750172.186,6297181.918,25.406,"8",9,65.1111111111111,63,9,15408,13658,9,11479,10316,9,16453.5555555556,16713,9,13035.3333333333,13261
421,750182.961,6297176.535,25.411,"7",9,56.2222222222222,43,9,14831.8888888889,13737,9,11946,12333,9,17039.5555555556,15775,9,13916,13867
422,750196.159,6297138.836,25.357,"12",10,74.7,77,10,24151.6,23494,10,16193.1,16451.5,10,30920.8,30171.5,10,25582.8,25615.5
423,750203.697,6297123.42,25.473,"10",9,29.1111111111111,24,9,12142.7777777778,12222,9,8400.88888888889,8277,9,18897.4444444444,19243,9,18632,16860
424,750206.19,6297117.677,25.433,"10",10,56.3,56.5,10,13138.1,12847,10,7793.8,7591.5,10,18175.5,18065,10,14752.7,14869
425,750208.794,6297106.338,25.513,"7",9,56.3333333333333,45,9,16081,15486,9,11394.8888888889,11179,9,30258.8888888889,29509,9,26307.2222222222,25491
426,750229.085,6297063.904,25.464,"9",9,70.5555555555556,62,9,18069.7777777778,18421,9,10766.6666666667,10146,9,22941.5555555556,22647,9,20859.4444444444,20068
427,750229.07,6297063.781,25.449,"9",9,53.1111111111111,57,9,17280.4444444444,16908,9,10614.1111111111,10792,9,25968.7777777778,24999,9,22091.8888888889,21657
428,750295.213,6297149.881,25.191,"19",9,61.1111111111111,68,9,21475.6666666667,21191,9,11957.3333333333,11871,9,29524,28336,9,22947.4444444444,23216
429,750293.6,6297157.585,25.22,"17",9,39.7777777777778,37,9,15696.5555555556,15213,9,8654.55555555555,8292,9,19169.8888888889,17248,9,19823.8888888889,19213
430,750292.725,6297159.601,25.184,"20",9,81,84,9,24388.8888888889,25003,9,15856.6666666667,14705,9,37405.8888888889,36940,9,29970.8888888889,29310
431,750289.192,6297163.896,25.201,"18",9,37.6666666666667,37,9,13667.2222222222,13704,9,9427.88888888889,9341,9,18741.4444444444,18565,9,17141.3333333333,16988
432,750285.92,6297167.077,25.153,"22",9,81.4444444444444,86,9,31712.8888888889,32381,9,21294,21600,9,53317.1111111111,53687,9,43913.6666666667,43113
433,750281.936,6297170.683,25.224,"14",9,24.8888888888889,20,9,11926.1111111111,11720,9,8544.11111111111,8245,9,18130.2222222222,18482,9,17752.6666666667,17848
434,750276.97,6297174.352,25.233,"15",10,34.9,36.5,10,7639.9,7627,10,6766.4,6681,10,8820.8,8431,10,9327.3,8651
435,750270.527,6297179.375,25.266,"13",9,58.1111111111111,63,9,16612.5555555556,17091,9,11446.7777777778,11093,9,22241.8888888889,21649,9,18757,18258
436,750267.021,6297183.137,25.258,"13",9,41.3333333333333,35,9,17213.7777777778,17077,9,11917.1111111111,12096,9,26837,26486,9,24086.3333333333,24039
437,750263.398,6297190.061,25.267,"11",9,55.7777777777778,59,9,16953.4444444444,17033,9,11445.8888888889,11609,9,23354.3333333333,23891,9,19621.3333333333,20141
438,750257.207,6297192.203,25.257,"11",9,59.3333333333333,57,9,8055,8007,9,10006.4444444444,9865,9,7361.44444444444,7357,9,6350.11111111111,6344
439,750254.724,6297199.429,25.253,"14",10,35.2,31.5,10,12056.5,11395.5,10,9273.8,9027.5,10,18431.7,18428.5,10,17502.6,17871
440,750253.685,6297202.113,25.237,"15",10,34.4,37.5,10,14388,13878.5,10,9677.6,9248,10,19229.7,18925.5,10,16736.7,16638.5
441,750245.288,6297204.813,25.221,"15",9,30.1111111111111,29,9,11703.4444444444,9779,9,9266.88888888889,8865,9,16517.2222222222,15650,9,14921,14137
442,750238.211,6297209.212,25.219,"15",10,72.3,72.5,10,26175.1,26463,10,17696,17387.5,10,34876.4,33541.5,10,27346.7,26417
443,750236.135,6297213.775,25.244,"13",9,66.5555555555556,67,9,16890.6666666667,16715,9,11243.6666666667,11544,9,17773,17107,9,14734,14591
444,750232.02,6297218.978,25.271,"13",10,56.5,56,10,8195.8,7951.5,10,8704.8,8413,10,7675.7,7161.5,10,6968.4,6769
445,750226.924,6297224.118,25.263,"13",9,53.5555555555556,55,9,18675.5555555556,18071,9,16212.6666666667,17178,9,19718.1111111111,19229,9,16179.3333333333,15779
446,750222.466,6297226.951,25.297,"14.5",9,26.7777777777778,27,9,10789.3333333333,11018,9,8036.55555555556,7819,9,14551.6666666667,14417,9,13920.6666666667,13985
447,750217.546,6297231.038,25.273,"14",9,46.8888888888889,48,9,13993.5555555556,13745,9,10471.7777777778,10169,9,19836.7777777778,18776,9,15256.4444444444,15388
448,750213.72,6297234.112,25.284,"14",9,41.6666666666667,30,9,12082.4444444444,12190,9,9393.33333333333,9471,9,16160.6666666667,16475,9,14408.3333333333,14525
449,750211.543,6297236.493,25.314,"10",9,46.8888888888889,46,9,19026.5555555556,18239,9,12007.7777777778,12003,9,29283.6666666667,29605,9,26638.3333333333,26193
450,750207.57,6297240.008,25.34,"10",9,96.6666666666667,99,9,20195.6666666667,19378,9,16946.7777777778,16491,9,23161.7777777778,22893,9,15425.6666666667,15074
451,750201.977,6297244.725,25.293,"14",9,61.6666666666667,62,9,15927.1111111111,15631,9,11242.1111111111,11073,9,21719,20488,9,16688.4444444444,16885
452,750192.487,6297251.464,25.354,"11",9,41,40,9,12692.8888888889,13230,9,9514.11111111111,9393,9,16136.8888888889,16532,9,14255.8888888889,14061
453,750181.707,6297258.732,25.401,"7",10,38.2,34,10,15233.1,14177.5,10,11181.2,10428.5,10,18405.2,16837.5,10,15674.4,15324
454,750177.842,6297259.401,25.411,"8",10,39.7,34.5,10,11192.4,11067.5,10,8931,8958,10,12955.6,13217,10,12647.2,12692
455,750172.729,6297262.812,25.396,"6.5",9,41.6666666666667,30,9,13557.2222222222,13417,9,9920.11111111111,9238,9,16444,16372,9,13740.6666666667,12824
456,750169.965,6297265.691,25.41,"8",9,63.2222222222222,67,9,20132.3333333333,19876,9,14729.7777777778,14570,9,27323.2222222222,26626,9,22763,22744
457,750164.466,6297268.683,25.396,"8",10,53.7,60.5,10,16701.9,16769.5,10,12122.2,12296.5,10,19421.2,18757.5,10,16370.3,16061.5
458,750162.58,6297271.222,25.431,"6",9,60.1111111111111,60,9,16463.5555555556,16877,9,11841.1111111111,11447,9,21475.3333333333,22412,9,18310.8888888889,17831
459,750158.373,6297273.869,25.423,"6",9,44.4444444444444,45,9,13829.5555555556,13241,9,10124.7777777778,10290,9,17003.8888888889,16099,9,14984.3333333333,14872
460,750150.673,6297277.769,25.444,"6",9,55.7777777777778,51,9,17186.8888888889,17251,9,13285.5555555556,13899,9,22178.4444444444,22052,9,18392.4444444444,18411
461,750146.085,6297282.06,25.452,"5",9,45.8888888888889,42,9,13436.4444444444,13564,9,11600.2222222222,11543,9,14509.4444444444,14334,9,11550.5555555556,11551
462,750137.531,6297291.848,25.47,"6",9,47.2222222222222,40,9,9411.55555555555,9328,9,7531.77777777778,7100,9,10350,10047,9,9817.11111111111,9614
463,750133.018,6297294.716,25.448,"6",9,61.5555555555556,51,9,16773.3333333333,17384,9,12475.5555555556,12657,9,22898.1111111111,22405,9,19980.2222222222,20476
464,750128.461,6297298.709,25.488,"5",9,71.1111111111111,78,9,18241.7777777778,18257,9,14619.2222222222,14294,9,21703.8888888889,21376,9,17831.8888888889,17493
465,750126.795,6297300.643,25.463,"4",12,34,30,12,14046.75,14126,12,10491.75,10028.5,12,19668.9166666667,19611.5,12,18109.0833333333,18187
466,750119.934,6297306.043,25.481,"5",9,61.4444444444444,69,9,20489.4444444444,20343,9,13708,13543,9,28746.6666666667,30029,9,23342.8888888889,23530
467,750115.959,6297308.635,25.463,"4",11,61.8181818181818,69,11,19700,20271,11,14873,14975,11,24803.1818181818,24596,11,19431.3636363636,18763
468,750112.07,6297316.427,25.471,"10",9,55.6666666666667,54,9,18102.4444444444,18724,9,12998.4444444444,12808,9,24487.1111111111,25631,9,18256,18372
469,750108.66,6297319.835,25.532,"6",9,51.4444444444444,42,9,17809,17471,9,12062.3333333333,11502,9,24325.2222222222,24202,9,20678.3333333333,20430
470,750104.834,6297322.885,25.52,"7",9,25,23,9,13581.7777777778,13533,9,9784.22222222222,9782,9,17258.2222222222,17930,9,16291.5555555556,16321
471,750101.569,6297327.81,25.506,"8",10,53.2,64.5,10,17210.7,17893.5,10,12722.6,13242,10,22048.6,23721.5,10,18308.6,18958
472,750097.097,6297330.997,25.499,"6",9,42.7777777777778,31,9,13580.5555555556,14001,9,9743.33333333333,10251,9,15193.4444444444,15148,9,13352.4444444444,13564
473,750092.507,6297340.916,25.494,"12",10,65,60.5,10,23500.7,24571,10,16641.4,15760.5,10,31726.1,31654,10,25800.8,26120
474,750088.368,6297343.58,25.507,"10",9,50.5555555555556,48,9,9748.88888888889,9374,9,7925.77777777778,7836,9,9024.77777777778,8988,9,8950.55555555555,8897
475,750085.178,6297348.214,25.514,"9",10,26.8,12.5,10,11618,11236.5,10,8428.8,8478,10,16591.4,16922,10,15925.8,15929.5
476,750080.759,6297352.067,25.52,"9",10,31.7,22.5,10,13228.6,13012.5,10,10018.4,9703,10,17734.7,17812,10,17273.2,17013
477,750075.63,6297355.136,25.568,"6",8,37,36,8,11710.875,11634,8,8622.375,8975,8,15050,14877,8,14210.625,14529
478,750071.356,6297359.24,25.562,"5",9,53.2222222222222,45,9,22683,20747,9,14358.1111111111,14471,9,24349.4444444444,23671,9,17500.2222222222,17701
479,750065.214,6297361.052,25.54,"7",9,34.8888888888889,35,9,14901.4444444444,14048,9,11366.7777777778,12291,9,22867.6666666667,21873,9,19219.2222222222,19923
480,750061.744,6297362.131,25.547,"7",8,72.75,67.5,8,16288.125,15761.5,8,11863.25,11476,8,22477.875,23238,8,18746.375,18586.5
481,750057.82,6297367.539,25.594,"4",10,45.6,45.5,10,14990.5,14750,10,12551,11431.5,10,21315.4,20736.5,10,20858.6,19246
482,750052.002,6297371.337,25.586,"8",9,51.3333333333333,59,9,19291.3333333333,19857,9,13612.5555555556,13020,9,25881.5555555556,26791,9,22794.3333333333,22603
483,750048.396,6297374.083,25.535,"8",12,88.6666666666667,93,12,19360.1666666667,18549,12,19009.5,17846.5,12,20961,20349.5,12,16235,15996
484,750042.783,6297379.164,25.615,"8",8,66.75,64.5,8,20075.75,19808,8,13484.625,13301,8,29796.375,30151,8,25743.375,26062
485,750036.881,6297384.095,25.539,"13",8,63.125,66,8,11589.875,10945,8,10440.125,10077,8,13416.125,12763.5,8,11901.125,11343
486,750033.046,6297385.618,25.569,"10",9,65.2222222222222,71,9,20211.6666666667,20003,9,14511.3333333333,14320,9,24710.3333333333,24295,9,18713.3333333333,18526
487,750026.662,6297393.322,25.552,"10",9,44.8888888888889,46,9,6994.66666666667,7054,9,6442.66666666667,6441,9,6481,6552,9,6389,6355
488,750022.64,6297395.637,25.598,"8",9,73.7777777777778,67,9,9599.11111111111,9379,9,12180.5555555556,12217,9,9515.88888888889,9029,9,9094.55555555555,8812
489,750018.28,6297402.537,25.6,"8",8,30.75,23.5,8,11695,11476.5,8,8362.875,8504.5,8,14404,14427.5,8,12843.5,12924
490,750014.591,6297405.855,25.595,"8",9,24.6666666666667,21,9,16152.5555555556,16326,9,10968.6666666667,10615,9,22683.6666666667,22028,9,19715.1111111111,19598
491,750011.014,6297407.476,25.593,"7",12,31.25,31.5,12,9430,9404.5,12,6926.41666666667,6865.5,12,12346.0833333333,12012.5,12,12238.8333333333,11857.5
492,750004.027,6297414.111,25.629,"6.5",9,73,73,9,16507.6666666667,16713,9,11171.6666666667,11589,9,19421.6666666667,19299,9,16854.3333333333,17048
493,750001.537,6297418.455,25.651,"5",9,50.1111111111111,42,9,14290,14041,9,9616.22222222222,9396,9,18896,18426,9,16423.2222222222,16908
494,749998.714,6297421.692,25.655,"3",9,49.5555555555556,53,9,17011.3333333333,18281,9,12314,12216,9,21020.2222222222,21107,9,17555.6666666667,17865
495,749996.462,6297422.307,25.648,"1",10,48.5,50.5,10,12071.2,12104.5,10,9231.5,9257,10,14121.8,14410.5,10,10982.8,10857.5
496,749997.872,6297423.257,25.681,"0",10,47.5,48.5,10,12810.6,11320.5,10,9277.3,8848,10,11016.8,10443.5,10,10814.6,10006
497,749997.055,6297423.499,25.687,"1",9,121.888888888889,132,9,18736.2222222222,17916,9,15116.7777777778,14849,9,25565.1111111111,24986,9,17844.8888888889,17124
498,749995.556,6297428.01,25.665,"7",9,50.6666666666667,42,9,14650,14763,9,11304.6666666667,11015,9,19143.7777777778,18534,9,16582.4444444444,16397
499,749990,6297431.741,25.633,"7.5",8,43.5,36.5,8,11452.75,11177.5,8,8689.125,7692.5,8,14776.75,14186.5,8,13409,13321.5
500,749984.996,6297437.216,25.642,"6",9,33.7777777777778,32,9,11531.4444444444,12091,9,8112.88888888889,8030,9,13813.1111111111,13915,9,12481.3333333333,12973
501,749979.822,6297440.525,25.688,"2",10,46.6,39.5,10,16706.6,16709,10,11754.4,11866.5,10,23493.9,23341.5,10,19200.9,19706
502,749977.308,6297442.293,25.717,"3",9,35.5555555555556,35,9,10297.4444444444,10367,9,7617.44444444444,7489,9,13237.3333333333,13061,9,13310.6666666667,13205
503,749974.79,6297442.061,25.699,"4",8,61.375,71.5,8,14040.25,14263.5,8,10496.25,10941,8,18035.375,18899,8,14770.625,14889
504,749973.618,6297443.78,25.684,"5",9,41.5555555555556,51,9,11466.7777777778,11343,9,8367,8362,9,14789.4444444444,14551,9,14035.1111111111,14215
505,749972.508,6297445.715,25.693,"5",9,80.4444444444444,76,9,19498.7777777778,20464,9,13886.2222222222,14553,9,27868.5555555556,28345,9,18982.8888888889,18459
506,749966.388,6297451.974,25.703,"5",9,37.2222222222222,23,9,16058.6666666667,16054,9,12217.2222222222,11683,9,20821,21029,9,18946.8888888889,19258
507,749959.701,6297456.517,25.716,"5.5",10,58.3,54.5,10,14359.9,13586.5,10,9595.7,9427.5,10,19140.4,18257.5,10,14462.8,14221.5
508,749956.169,6297459.6,25.702,"5.5",10,39.5,37,10,13507.5,13701,10,9805.3,9708.5,10,17170.3,17653,10,15037.9,15084
509,749951.016,6297464.527,25.708,"5",9,62.3333333333333,62,9,17905.4444444444,14918,9,11789.8888888889,10489,9,25641.1111111111,24401,9,20372.3333333333,18883
510,749943.884,6297471.085,25.707,"6",8,32.875,31.5,8,12845.875,12338.5,8,9014.5,8823.5,8,17592.875,17273,8,16187.75,16202
511,749935.856,6297477.575,25.713,"5",9,48.6666666666667,42,9,15635.1111111111,15125,9,10438.2222222222,10153,9,20201.1111111111,19795,9,17622.5555555556,17884
512,749933.404,6297479.188,25.738,"5",9,45.1111111111111,30,9,11628.5555555556,11068,9,8142.22222222222,7817,9,15282,15746,9,13649.6666666667,13477
513,749928.212,6297483.059,25.725,"7",12,44.0833333333333,34.5,12,16638.25,16710,12,11907.6666666667,11054,12,22104.4166666667,21796.5,12,18791.4166666667,18929.5
514,749921.913,6297485.801,25.701,"7",9,45,34,9,15357.3333333333,15383,9,10768.1111111111,10296,9,22266.6666666667,22458,9,18220.7777777778,18181
515,749914.129,6297490.82,25.747,"6.5",8,57.25,56,8,21373.625,20722,8,14828.25,14645,8,30757.375,31115.5,8,24419.875,25325.5
516,749913.096,6297495.039,25.733,"5",9,41.1111111111111,37,9,15036,14455,9,10190.2222222222,10123,9,18638,18664,9,16984.7777777778,16635
517,749909.395,6297499.585,25.775,"0",9,29.8888888888889,28,9,16405.5555555556,15512,9,11042.8888888889,10609,9,21066.7777777778,20037,9,19119.1111111111,19783
518,749908.542,6297499.068,25.774,"0",9,24.8888888888889,25,9,9747.88888888889,9499,9,7521.66666666667,7283,9,12793,11721,9,12239,12329
519,749907.905,6297499.215,25.77,"0",9,27.8888888888889,28,9,10823.8888888889,11191,9,8502.44444444445,8635,9,13724.1111111111,13201,9,12660.2222222222,12782
520,749907.498,6297499.812,25.782,"0",9,60,65,9,21360.6666666667,22463,9,14336,15019,9,26726.8888888889,29055,9,21727.6666666667,23033
521,749907.874,6297500.517,25.766,"0",10,52.8,49.5,10,20491.2,21536.5,10,14371.9,14972,10,27575.6,29706,10,22008.6,22480
522,749906.568,6297500.764,25.773,"1",9,41.6666666666667,42,9,12992.4444444444,12786,9,10028.8888888889,9631,9,15852.1111111111,15414,9,14469.4444444444,14151
523,749905.378,6297500.905,25.761,"1",10,52.8,49.5,10,15510.3,15101.5,10,10934.9,10248,10,21382.5,20229,10,18314.2,17958
524,749904.425,6297501.431,25.764,"0",9,93.7777777777778,86,9,15897.8888888889,15493,9,10832.1111111111,10335,9,20170.8888888889,20490,9,13675.4444444444,13045
525,749904.549,6297502.856,25.776,"0",9,63.4444444444444,56,9,11103.1111111111,10426,9,9118,8321,9,12475.1111111111,12376,9,10949.8888888889,10292
526,749905.278,6297503.267,25.765,"0",10,57.9,48,10,13098.1,12809,10,9450.5,9491.5,10,16131.5,15757.5,10,14188.6,13837.5
527,749906.306,6297502.611,25.75,"0",9,75.5555555555556,72,9,13274,13058,9,9684.22222222222,9168,9,15691.2222222222,16100,9,11829.1111111111,11427
