field_1,field_2,field_3,field_4,field_5,B_count,B_mean,B_median,G_count,G_mean,G_median,R_count,R_mean,R_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
704,749955.052,6297647.985,25.812,"10",9,35.8888888888889,32,9,15111.1111111111,14278,9,9489,9085,9,21790.7777777778,21573,9,21027,20784
705,749961.048,6297642.112,25.839,"8",9,42.3333333333333,35,9,15589.5555555556,16346,9,10979.1111111111,11417,9,20138.6666666667,18821,9,19000.8888888889,18609
706,749965.142,6297637.888,25.837,"8",9,35.1111111111111,36,9,15694.8888888889,16000,9,10390.8888888889,10088,9,21480,22347,9,19334.7777777778,19260
707,749970.81,6297631.721,25.842,"0",9,43.7777777777778,48,9,10496.3333333333,10591,9,8497.44444444445,8222,9,10413.6666666667,10524,9,11475.3333333333,11343
708,749971.591,6297630.936,25.835,"0",8,44.875,44.5,8,7586.625,7586,8,7365.375,7235.5,8,8674.875,8638.5,8,9904.875,9653.5
709,749972.196,6297629.928,25.853,"0",9,37.5555555555556,31,9,13425.1111111111,13438,9,10509.4444444444,10680,9,14214.8888888889,13998,9,14412.6666666667,12806
710,749973.439,6297629.828,25.83,"0",8,44.125,44,8,11235,10679,8,8716.625,8148,8,14003.75,13885.5,8,13878.375,13664.5
711,749973.952,6297628.602,25.823,"1",9,46.5555555555556,46,9,8875.22222222222,8289,9,8390.22222222222,8239,9,8737.77777777778,8436,9,9940.22222222222,9608
712,749974.244,6297629.981,25.78,"4",9,53.3333333333333,53,9,16095.2222222222,16643,9,10561.3333333333,10420,9,20406.2222222222,20504,9,19500.4444444444,20003
713,749974.367,6297630.047,25.788,"4",9,64.7777777777778,69,9,17307.7777777778,15789,9,11044,10100,9,28331.2222222222,28805,9,20992.7777777778,20934
714,749974.934,6297628.45,25.821,"1",10,38,35,10,16934.3,17617,10,11696.7,11320,10,20489.7,19920,10,20040.7,19701.5
715,749976.339,6297626.818,25.831,"1",9,51.1111111111111,51,9,20474.4444444444,22261,9,13665.2222222222,13852,9,23091.1111111111,24343,9,21067,22263
716,749977.851,6297625.94,25.803,"0",9,52.2222222222222,49,9,14643.3333333333,14686,9,11803.6666666667,11746,9,17810.7777777778,17075,9,17026.8888888889,17027
717,749978.891,6297626.836,25.783,"4",9,25.4444444444444,22,9,10141.8888888889,9867,9,8042.22222222222,7352,9,10247.8888888889,10238,9,11703.6666666667,11285
718,749980.296,6297623.756,25.815,"1",9,53.2222222222222,55,9,14715.4444444444,14069,9,10145.8888888889,9751,9,22812.3333333333,23049,9,13305.6666666667,12470
719,749981.706,6297622.511,25.84,"0",9,59.5555555555556,65,9,19922.2222222222,21381,9,11348,11473,9,29408.3333333333,30174,9,21060.5555555556,20474
720,749983.458,6297621.247,25.873,"0",9,53.1111111111111,55,9,12738.7777777778,12870,9,9074.11111111111,9027,9,14774,14766,9,13322.2222222222,12898
721,749984.072,6297622.882,25.806,"6",9,49.4444444444444,50,9,8408.88888888889,8173,9,7236.77777777778,7233,9,8762.44444444445,8884,9,9307.22222222222,9131
722,749984.686,6297620.721,25.841,"0",8,58,51.5,8,23312.625,23542,8,14145.5,14585,8,32691.5,33104.5,8,26985.875,27188.5
723,749987.65,6297620.891,25.813,"5",9,38.1111111111111,35,9,10888.4444444444,10383,9,7523.55555555556,7396,9,14435.8888888889,13458,9,11920.5555555556,11465
724,749992.857,6297619.191,25.783,"6",9,93.5555555555556,103,9,23438.6666666667,22168,9,15722.8888888889,15536,9,30596.8888888889,29551,9,24056.5555555556,24456
725,750000.987,6297611.446,25.776,"6",9,57.3333333333333,60,9,16100.2222222222,16097,9,12247.2222222222,12330,9,18780.3333333333,18269,9,15892.2222222222,15994
726,750008.227,6297604.118,25.788,"7",9,51.6666666666667,40,9,21583.1111111111,22209,9,12951.7777777778,12340,9,27537.4444444444,27177,9,24155.5555555556,24267
727,750012.711,6297601.477,25.772,"8",9,67.3333333333333,73,9,19068.6666666667,18403,9,12411.5555555556,12318,9,24461,25373,9,19295.2222222222,19635
728,750019.688,6297597.936,25.719,"9",9,35.4444444444444,28,9,12948,12267,9,8458.88888888889,8448,9,16528.4444444444,15894,9,15312.8888888889,14889
729,750023.682,6297594.921,25.735,"6",9,41,47,9,16202.3333333333,15722,9,10367.2222222222,9841,9,21426.6666666667,20984,9,19619.5555555556,19398
730,750028.048,6297590.489,25.709,"8",9,29.1111111111111,27,9,11988.6666666667,12480,9,7887.22222222222,8146,9,14463.5555555556,15019,9,16343.2222222222,16586
731,750032.64,6297583.415,25.771,"0",9,72.1111111111111,68,9,10569.5555555556,11074,9,8434.88888888889,8453,9,9844.66666666667,9606,9,8601.44444444445,8542
732,750032.917,6297582.67,25.774,"0",9,81.8888888888889,84,9,14252.3333333333,13957,9,13747.3333333333,13601,9,13711.2222222222,13741,9,12238.5555555556,11350
733,750033.43,6297581.916,25.764,"0",9,60.8888888888889,63,9,16846.6666666667,16614,9,11745.2222222222,12173,9,21014.2222222222,20479,9,18919.6666666667,18732
734,750034.347,6297582.161,25.741,"4",10,46.6,42.5,10,15537.4,15326.5,10,10090.9,9903.5,10,20057.9,20813.5,10,18597.5,18865.5
735,750035.708,6297579.438,25.703,"6",10,46.8,45.5,10,10045,10625,10,8116,7983.5,10,11244.9,11335.5,10,10151.1,10111
736,750039.96,6297573.452,25.718,"9",9,54.1111111111111,47,9,17956.2222222222,17930,9,10442.5555555556,10130,9,28429.1111111111,29054,9,27859.4444444444,29000
737,750043.386,6297568.651,25.714,"10",10,48.2,53.5,10,16074.6,16100.5,10,10401.3,10157,10,24495.2,24491.5,10,23155.3,23620
738,750049.218,6297563.34,25.717,"7",9,70.6666666666667,66,9,17170.2222222222,16763,9,13239.7777777778,12948,9,20090.4444444444,20885,9,16032.7777777778,16076
739,750051.497,6297559.774,25.713,"7",12,49.4166666666667,48.5,12,18762,19308,12,10381.0833333333,10020,12,22230.0833333333,20964,12,20045.5,19319
740,750056.339,6297554.039,25.656,"6",12,66.5,51.5,12,19073.3333333333,17929.5,12,13607.5,13053,12,22547.3333333333,20748,12,17382,15902
741,750060.307,6297547.456,25.651,"6",9,61.6666666666667,53,9,12315.1111111111,12154,9,9400.77777777778,9270,9,13047.7777777778,12827,9,11576.4444444444,11633
742,750061.522,6297546.707,25.647,"0",9,75,67,9,17832.1111111111,16266,9,13256.7777777778,12321,9,19537.2222222222,19376,9,14211.1111111111,13774
743,750061.748,6297546.269,25.69,"0",9,67.5555555555556,66,9,9938.88888888889,9553,9,9592.44444444445,9706,9,8739.33333333333,8568,9,7852.22222222222,7772
744,750062.114,6297545.371,25.669,"1",9,74.1111111111111,78,9,20288.7777777778,20322,9,13458.5555555556,13639,9,24569.1111111111,24184,9,19216.8888888889,19193
745,750062.701,6297541.341,25.635,"8.5",10,41.6,34.5,10,14677.5,15212,10,9996.8,10266.5,10,16197.6,15526,10,16169.3,16266.5
746,750066.103,6297536.063,25.591,"9",8,69.875,70.5,8,11608.375,11167,8,9043.125,9399.5,8,11109.5,11046,8,9986.25,9914.5
747,750069.331,6297530.97,25.64,"7.5",9,43.2222222222222,33,9,15276.5555555556,14755,9,8689,8335,9,21504,21487,9,19179.8888888889,19635
748,750071.836,6297523.185,25.608,"8",9,63.8888888888889,69,9,21761.6666666667,20405,9,17709.4444444444,16520,9,23352.8888888889,21581,9,17125.6666666667,17306
749,750074.756,6297518.185,25.597,"10",12,45.6666666666667,40.5,12,12375.75,11376.5,12,7771.33333333333,7537.5,12,13711.1666666667,12921.5,12,12815.25,12444
750,750079.48,6297512.319,25.587,"10",9,37.4444444444444,41,9,16142.5555555556,15258,9,10020.7777777778,10004,9,20508.2222222222,20619,9,19401.3333333333,19225
751,750082.615,6297509.231,25.629,"9",9,31.2222222222222,29,9,12566.8888888889,12168,9,8305.44444444445,8428,9,16868.4444444444,16934,9,16452.4444444444,16201
752,750089.582,6297501.182,25.602,"11",10,50.1,37.5,10,17181.9,17581.5,10,11993.1,12514.5,10,26717.3,27527,10,25358.6,25537
753,750092.128,6297496.236,25.613,"12.5",12,65.1666666666667,67.5,12,17628.75,17823,12,11946.9166666667,12092,12,22599.75,22982,12,17570.25,17567
754,750100.662,6297486.965,25.641,"6.5",9,40.5555555555556,35,9,19159.6666666667,18482,9,12587.2222222222,12069,9,28371.1111111111,27270,9,20679.3333333333,20689
755,750105.163,6297481.384,25.616,"9",11,57.8181818181818,58,11,18375.3636363636,18706,11,11508.3636363636,11475,11,27186.2727272727,27630,11,19587.4545454545,20456
756,750108.252,6297477.263,25.609,"11",9,38.4444444444444,33,9,9527.77777777778,8499,9,7264,6757,9,12025,11283,9,12478.4444444444,12210
757,750114.527,6297471.067,25.589,"8",9,61.5555555555556,62,9,16318.1111111111,16347,9,10672.7777777778,10853,9,21070.4444444444,21846,9,16941.3333333333,17770
758,750118.881,6297466.085,25.571,"10",9,51.4444444444444,64,9,17028,16678,9,11419.3333333333,11875,9,23498.2222222222,24380,9,21499.3333333333,20751
759,750128.003,6297458.244,25.54,"12",9,54,46,9,18547.8888888889,17708,9,12062.1111111111,11207,9,26716.6666666667,26496,9,23459.4444444444,23551
760,750131.769,6297456.143,25.521,"16",9,68.4444444444444,76,9,14941.6666666667,15587,9,9649.66666666667,9796,9,19150.8888888889,19180,9,17104.2222222222,16963
761,750134.824,6297454.08,25.532,"13",9,50.2222222222222,39,9,17999,17784,9,11538.2222222222,11373,9,26431.7777777778,26510,9,22170.2222222222,21824
762,750137.585,6297452.478,25.541,"12",8,32.875,30,8,12993.75,13507,8,8678.75,8560.5,8,19353.5,19302.5,8,19224.625,19387
763,750140.746,6297450.33,25.549,"13",9,38.4444444444444,35,9,11657.6666666667,11277,9,7492.55555555556,7438,9,15267.1111111111,14644,9,15700.1111111111,15018
764,750142.182,6297448.66,25.547,"11",9,32.7777777777778,30,9,11377,10890,9,7094.77777777778,7120,9,13273.3333333333,13418,9,14568.7777777778,14145
765,750144.037,6297447.141,25.537,"13",9,58,63,9,17515.8888888889,17276,9,11786.5555555556,12354,9,28616.7777777778,29588,9,21634.1111111111,21369
766,750146.722,6297446.159,25.567,"10",9,57.3333333333333,54,9,15008.1111111111,15575,9,9551.11111111111,9730,9,21016.7777777778,21150,9,16351.5555555556,16367
767,750154.039,6297440.537,25.591,"9.5",8,40.5,38,8,17694.5,18032.5,8,10154.375,10192,8,25633.875,25981.5,8,21864.625,22217.5
768,750159.753,6297437.219,25.562,"10",12,47.3333333333333,42.5,12,13882.0833333333,14313,12,9235.25,9141.5,12,18914.25,19264,12,16850.25,17027
769,750164.577,6297434.251,25.553,"11",9,34.4444444444444,37,9,16020.1111111111,15914,9,10308,10163,9,21078.7777777778,21261,9,17351.5555555556,17209
770,750169.139,6297431.27,25.58,"10",9,46.1111111111111,33,9,15303.6666666667,14928,9,11025.4444444444,9662,9,22972.1111111111,22492,9,20064.2222222222,19954
771,750173.742,6297428.862,25.614,"9",9,51.5555555555556,54,9,16780.5555555556,17330,9,10560.6666666667,10163,9,19538.8888888889,20281,9,17176.1111111111,18218
772,750176.034,6297426.115,25.59,"10",8,58.875,54,8,11269.375,11571.5,8,8703.875,8815.5,8,12354.125,12633.5,8,11954.875,11958.5
773,750177.508,6297424.497,25.616,"9",10,79.2,82.5,10,16953.3,16782.5,10,12601.4,12349,10,18196.8,17456.5,10,15280.1,14998.5
774,750179.888,6297422.379,25.556,"10",9,66.1111111111111,68,9,16862.4444444444,16803,9,11475.7777777778,11149,9,19511.2222222222,17787,9,18941.1111111111,18507
775,750183.372,6297420.112,25.579,"7",9,59,61,9,12574.5555555556,12582,9,13636.5555555556,13479,9,13298.3333333333,13170,9,12638.1111111111,12627
776,750185.111,6297419.055,25.576,"8.5",9,29.7777777777778,23,9,15342.7777777778,14871,9,13962.6666666667,13441,9,21801,20836,9,22616.4444444444,20820
777,750188.627,6297416.421,25.575,"10",12,56.0833333333333,58,12,12908.75,11277.5,12,11491.0833333333,10525.5,12,13858.5833333333,11834.5,12,11193.0833333333,10782
778,750192.679,6297413.155,25.553,"11",10,50.2,51.5,10,12490.3,12367.5,10,9595.6,9564,10,14523.5,14069,10,12148.7,12008
779,750194.969,6297411.56,25.541,"16",12,90.0833333333333,71,12,12247.6666666667,10821,12,16373.4166666667,16911,12,12838.8333333333,11612,12,12431.75,11700.5
780,750201.764,6297407.511,25.553,"9",9,64.8888888888889,68,9,17013.5555555556,17791,9,11568.8888888889,12219,9,21453.3333333333,23367,9,16374,16511
781,750205.063,6297407.111,25.554,"10",9,23.2222222222222,20,9,11168.4444444444,11126,9,7807.88888888889,7445,9,14329.6666666667,13464,9,14182.1111111111,14432
782,750208.778,6297403.246,25.564,"1",12,49.1666666666667,47,12,13515.4166666667,12452.5,12,10040.5833333333,9971.5,12,16742.25,15943,12,14065.75,14015
783,750209.256,6297402.996,25.552,"2",9,50.1111111111111,49,9,16545.5555555556,15626,9,10748.1111111111,10472,9,22688.5555555556,21254,9,18570.8888888889,18235
784,750210.208,6297402.975,25.562,"2",9,71.6666666666667,71,9,19489.5555555556,19461,9,13589.6666666667,13509,9,24351.7777777778,23880,9,18217.4444444444,18211
785,750212.682,6297403.006,25.583,"1",8,62.75,73.5,8,23044.875,23025,8,14232.25,14481,8,34697.25,33754,8,29291.125,29358.5
786,750213.675,6297402.701,25.551,"2",10,46.9,45,10,11611.5,11387.5,10,8166.2,8072,10,15649,15275.5,10,16017,15799
787,750215.191,6297401.614,25.548,"3",9,75.8888888888889,77,9,21535.3333333333,21952,9,14405.2222222222,14802,9,26182.7777777778,26651,9,19331.8888888889,19577
788,750218.764,6297398.514,25.566,"0",9,38,38,9,13825.3333333333,13626,9,9714.44444444445,9864,9,17044.8888888889,16261,9,15208.6666666667,15187
789,750220.003,6297398.405,25.589,"1",10,59.9,62.5,10,17169.1,16715.5,10,11257.4,10911.5,10,21997.1,21640.5,10,18481.3,19108.5
790,750220.632,6297397.239,25.483,"3",9,38.3333333333333,41,9,12776.3333333333,12551,9,8355.77777777778,8187,9,17848.3333333333,18393,9,16510.6666666667,17177
791,750222.183,6297398.356,25.573,"0",9,45.8888888888889,45,9,14762.7777777778,13969,9,9746.77777777778,9048,9,20153.3333333333,19775,9,18925.5555555556,18420
792,750225.97,6297393.059,25.527,"5",9,31.4444444444444,33,9,11491.6666666667,11127,9,8735.55555555555,8509,9,15064.8888888889,13904,9,14361.7777777778,13868
793,750227.139,6297391.134,25.535,"6",9,46.6666666666667,54,9,15216,14521,9,11297.1111111111,11367,9,18584.7777777778,18017,9,15582.6666666667,15299
794,750230.545,6297386.375,25.508,"7",9,50.3333333333333,49,9,11507.4444444444,11747,9,8385.33333333333,8424,9,15196.7777777778,15059,9,14210.7777777778,13730
795,750233.64,6297382.187,25.526,"5",9,30.4444444444444,30,9,14736.7777777778,14594,9,10394,10478,9,19941.2222222222,18347,9,17905.3333333333,17015
796,750241.737,6297376.072,25.476,"9",10,72.1,76.5,10,16080.1,16087.5,10,11851.2,11622.5,10,19696.8,19422,10,16264.4,16184.5
797,750242.546,6297375.031,25.387,"13",9,50.5555555555556,58,9,17157.5555555556,17373,9,11492.5555555556,11460,9,23703.6666666667,22788,9,18656.3333333333,18467
798,750244.442,6297373.845,25.528,"0",10,53.1,56.5,10,13405.9,13613.5,10,11619.9,11514,10,13846.8,13740,10,12930.7,12872.5
799,750244.765,6297372.975,25.54,"-1",9,94.6666666666667,88,9,27139.7777777778,27300,9,18897.3333333333,18181,9,39196.4444444444,40205,9,26916.4444444444,26455
800,750244.887,6297372.261,25.533,"-1",9,48.1111111111111,49,9,6666.88888888889,6613,9,6722.44444444444,6692,9,7330.88888888889,6705,9,6680.55555555556,6665
801,750244.11,6297371.922,25.528,"-1",9,142.222222222222,137,9,13674,13886,9,16132.3333333333,15812,9,11092.7777777778,11294,9,8906.88888888889,8988
802,750245.686,6297371.67,25.536,"-1",9,27.2222222222222,25,9,12473.7777777778,11377,9,9349.22222222222,8330,9,15361.2222222222,14649,9,14659.2222222222,14092
803,750246.791,6297371.608,25.509,"0",9,49.3333333333333,46,9,17809.8888888889,18765,9,11649.7777777778,11604,9,24927.5555555556,26357,9,20320.1111111111,20443
804,750248.494,6297371.439,25.504,"0",9,46,54,9,19489.3333333333,19598,9,12156,12163,9,30505.2222222222,30803,9,25544.1111111111,25236
805,750250.396,6297371.367,25.494,"0",10,41.8,38.5,10,15573.1,15846,10,11088.5,11166,10,19965.3,20419,10,17299.7,17247.5
806,750250.923,6297374.164,25.523,"0",10,57.4,55.5,10,14475.7,14301,10,10096.7,9837.5,10,20552.6,20746.5,10,16571.8,16859.5
807,750249.999,6297374.47,25.5,"0",9,41.8888888888889,42,9,13157.2222222222,12817,9,8728,8860,9,18086.7777777778,18521,9,15741.2222222222,15368
808,750248.55,6297375.948,25.509,"0",9,71.1111111111111,51,9,22005.3333333333,21580,9,15820.1111111111,15237,9,30307.4444444444,31481,9,27711.1111111111,28587
809,750249.449,6297376.774,25.548,"-1",9,54,64,9,15714.8888888889,15349,9,11509,11147,9,21562.7777777778,21631,9,19723.2222222222,19484
810,750248.995,6297377.585,25.54,"-1",9,41.7777777777778,35,9,13595.8888888889,13499,9,10399.5555555556,10774,9,18750.4444444444,18523,9,14977.4444444444,14615
811,750251.188,6297374.926,25.521,"-1",9,76.4444444444444,83,9,17673.7777777778,17668,9,13675.3333333333,13892,9,22939.7777777778,23263,9,19096.6666666667,19322
812,750251.79,6297375.359,25.554,"-1",11,36,35,11,14066,13177,11,9079.90909090909,8464,11,19559,17576,11,17518.9090909091,17155
813,750253.674,6297374.596,25.483,"3",9,49.7777777777778,53,9,21282.5555555556,20654,9,13370,13053,9,32460.5555555556,32913,9,25907.6666666667,26635
814,750256.374,6297373.939,25.484,"4",8,34,32.5,8,11638,11981.5,8,8757,8856.5,8,15738.5,15973.5,8,14161.5,15062
815,750260.233,6297374.457,25.457,"1",9,42.5555555555556,33,9,13397.4444444444,13242,9,9570.44444444445,9232,9,17658.4444444444,17627,9,16988,17382
816,750261.5,6297373.618,25.463,"4",9,42.8888888888889,42,9,8158.66666666667,7855,9,6734.88888888889,6792,9,9396.77777777778,9414,9,10328.7777777778,9997
817,750263.623,6297374.407,25.448,"1",9,17.2222222222222,13,9,10599.4444444444,10495,9,7832.22222222222,7358,9,14090.8888888889,13837,9,15380.4444444444,15097
818,750262.707,6297376.808,25.491,"0",12,42.9166666666667,41,12,13102.5,13122.5,12,9078,9132.5,12,17542.4166666667,17013.5,12,16747.4166666667,16501
819,750261.553,6297377.484,25.509,"0",9,51.7777777777778,47,9,10419.6666666667,10191,9,8222.11111111111,7947,9,13251.4444444444,13035,9,12784.6666666667,12691
820,750261.904,6297376.994,25.512,"-1",9,66.8888888888889,68,9,18846.1111111111,19122,9,13614.5555555556,12939,9,26474.7777777778,27218,9,21748.4444444444,21465
821,750266.82,6297374.704,25.497,"0",9,80.4444444444444,79,9,19288.5555555556,19054,9,14348.6666666667,14486,9,24976.4444444444,25990,9,19097,18485
822,750268.423,6297372.944,25.446,"7",9,83.5555555555556,78,9,21326.7777777778,22018,9,15165.6666666667,15401,9,30633.3333333333,32595,9,22657.6666666667,22357
823,750272.032,6297370.121,25.465,"1",9,68.5555555555556,55,9,21203.2222222222,24559,9,18132.1111111111,19988,9,23934.7777777778,27339,9,15381.5555555556,16867
824,750278.706,6297369.248,25.386,"8",8,76.5,83,8,28816,28845.5,8,20001,19994.5,8,40951.25,41197,8,30590.125,31547.5
825,750282.943,6297368.329,25.421,"5",9,39.4444444444444,39,9,13489.2222222222,13636,9,10186.7777777778,9902,9,19342.3333333333,19156,9,18937.8888888889,18730
826,750288.372,6297367.223,25.424,"6",9,34.1111111111111,29,9,15581.6666666667,14767,9,10705.3333333333,9842,9,21479.8888888889,20438,9,18543.6666666667,18849
827,750292.224,6297366.128,25.433,"5.5",9,19.3333333333333,14,9,10532.1111111111,10356,9,7775.22222222222,7538,9,12922.1111111111,12879,9,12691.2222222222,12779
828,750296.544,6297364.445,25.367,"8",10,49.4,39.5,10,15075,14257,10,10432.2,9276.5,10,17715.2,17072.5,10,16239.5,16147
829,750302.195,6297361.673,25.412,"6",9,39.1111111111111,37,9,16266.2222222222,16366,9,12222.8888888889,11655,9,24312.2222222222,24279,9,20163.7777777778,20002
830,750305.76,6297359.98,25.442,"6",10,59.2,48,10,9682,8494.5,10,7220.1,6731.5,10,8452,7270,10,8392.2,7910.5
831,750311.071,6297357.349,25.424,"8",10,49.4,41.5,10,9420.2,9489,10,8201,8285,10,8512.3,8331.5,10,7643.5,7476
832,750316.839,6297355.563,25.343,"12",9,76.1111111111111,73,9,18376.7777777778,18917,9,13279.3333333333,13608,9,22282.7777777778,23455,9,17854,18467
833,750321.29,6297354.501,25.261,"19",10,67.4,66,10,17371.7,16273.5,10,14101.8,13541.5,10,24337.7,24110.5,10,19405.9,18869
834,750323.847,6297353.371,25.295,"19",9,33.5555555555556,21,9,9138.22222222222,9322,9,7583.44444444444,7491,9,11306.7777777778,11349,9,10597.7777777778,10415
835,750325.358,6297352.317,25.327,"17",9,91.6666666666667,108,9,23502.1111111111,22438,9,16925,15963,9,31913.7777777778,29529,9,23758.6666666667,22890
836,750326.896,6297351.153,25.384,"8",9,47.2222222222222,36,9,16191.6666666667,16767,9,11188.5555555556,11389,9,19604,17884,9,17565.5555555556,16526
837,750328.504,6297348.676,25.345,"15",9,42.4444444444444,43,9,13602.5555555556,13560,9,9760.33333333333,10073,9,17559.1111111111,17517,9,14640.7777777778,14546
838,750332.094,6297346.892,25.383,"9",12,65.1666666666667,65,12,19550.5833333333,19289.5,12,13513.6666666667,13446.5,12,26931.9166666667,27517,12,21278.0833333333,21111.5
839,750335.147,6297345.447,25.349,"10",10,41.3,41.5,10,15492.5,14953,10,10643,10187.5,10,19640.1,18015,10,17885.5,17174.5
840,750341.653,6297343.656,25.388,"10",9,51.5555555555556,56,9,16869.5555555556,17235,9,12221.4444444444,11906,9,21928.6666666667,22463,9,19290.1111111111,18747
841,750345.692,6297343.056,25.315,"8",9,68,56,9,20117.5555555556,20052,9,14645.6666666667,14622,9,26898.6666666667,26464,9,21997.7777777778,22431
842,750349.708,6297341.463,25.383,"9",9,64.8888888888889,62,9,19928.3333333333,19394,9,13434,13529,9,28267.6666666667,27934,9,21806.8888888889,22507
843,750353.937,6297338.811,25.349,"4",9,51.4444444444444,54,9,16846.7777777778,17338,9,11962.1111111111,11625,9,21979.8888888889,23128,9,17564.1111111111,17641
844,750354.359,6297341.42,25.382,"1",10,46,43,10,9936.7,8994.5,10,8104.8,7252,10,11056.9,9963,10,9044.8,8818.5
845,750358.539,6297337.448,25.303,"7",10,43.4,41.5,10,18038,18335.5,10,13777.8,13775.5,10,23239.2,23748.5,10,19233,19326.5
846,750363.285,6297335.698,25.342,"7",9,56,45,9,17187.1111111111,17187,9,12153.6666666667,12085,9,24342.2222222222,24699,9,21113.5555555556,21188
847,750370.185,6297335.034,25.365,"7",9,38.1111111111111,49,9,13219.1111111111,13004,9,9658.33333333333,9573,9,18235.8888888889,16745,9,16441.4444444444,15973
848,750373.151,6297332.082,25.372,"3",8,28.875,28,8,12963,13107,8,8260.125,8115.5,8,19193.875,18661.5,8,19560.5,19461
849,750373.568,6297331.099,25.397,"1",9,35.5555555555556,31,9,15407.5555555556,15673,9,10382.4444444444,10498,9,21286.4444444444,22137,9,19703.8888888889,19497
850,750374.769,6297331.143,25.391,"1",9,26,25,9,14144.4444444444,13949,9,9182.66666666667,9293,9,19906.8888888889,19752,9,20245.6666666667,20379
851,750376.749,6297328.366,25.395,"11",8,29.875,26.5,8,15834.5,15544,8,9296.125,9115,8,22685,21781.5,8,21527.125,21156.5
852,750378.671,6297325.95,25.393,"8",9,48.3333333333333,50,9,17115.3333333333,15111,9,12234.5555555556,11025,9,29982,30590,9,22393.2222222222,20742
853,750380.133,6297323.801,25.389,"9",9,40.2222222222222,30,9,14320.3333333333,14193,9,9016.88888888889,8704,9,22735.1111111111,20365,9,19608.8888888889,18224
854,750381.096,6297320.99,25.408,"5",9,56.5555555555556,65,9,13144.7777777778,13396,9,8423.77777777778,8428,9,20473,19195,9,17489.8888888889,17302
855,750382.316,6297318.265,25.392,"5",9,58.4444444444444,59,9,17335.2222222222,17290,9,9839.88888888889,9831,9,28898.1111111111,28819,9,26453.5555555556,26315
856,750384.344,6297317.402,25.333,"10",9,38.5555555555556,41,9,14366.8888888889,14585,9,8244,8131,9,19166.3333333333,18934,9,16109.1111111111,14950
857,750381.597,6297313.317,25.411,"0",9,45,46,9,13821.7777777778,14170,9,7390.66666666667,7483,9,19357.2222222222,19190,9,17306.3333333333,17233
858,750380.793,6297313.216,25.402,"0",9,30.6666666666667,33,9,8396,7977,9,5796.77777777778,5666,9,11485.4444444444,10853,9,11750.6666666667,11358
859,750380.058,6297313.275,25.402,"0",9,91.1111111111111,94,9,19638.6666666667,18464,9,14125.4444444444,13478,9,30058.6666666667,30245,9,26553.2222222222,26568
860,750379.24,6297313.508,25.41,"0",9,54.5555555555556,45,9,12364.6666666667,12377,9,8998.88888888889,9082,9,16560.2222222222,15559,9,16066.1111111111,15875
861,750378.202,6297312.819,25.354,"1",10,45.7,46,10,12811.1,12651.5,10,8076.8,8088,10,16745.8,17055,10,15002,14683
862,750378.596,6297311.675,25.392,"1",10,34.7,36,10,12652.5,12003.5,10,7453.6,7448,10,18042.7,17900.5,10,17247.9,16954
863,750379.916,6297309.664,25.4,"1",9,28.5555555555556,27,9,10157.3333333333,10105,9,6018.22222222222,6008,9,14103,14239,9,14594.1111111111,14699
864,750380.859,6297310.832,25.406,"0",12,36.1666666666667,33,12,7457.41666666667,6707.5,12,5475.08333333333,5239,12,8083.33333333333,7436.5,12,8963.66666666667,8538.5
865,750381.097,6297311.584,25.416,"0",10,37.9,36,10,11740.4,12024,10,7172.9,7175,10,16634,17342,10,14769.2,14409.5
866,750378.058,6297306.283,25.334,"4",9,28.2222222222222,30,9,12429.1111111111,12340,9,7147.88888888889,7059,9,16009.1111111111,16123,9,15312.2222222222,15012
867,750374.391,6297299.256,25.309,"8",10,32.7,31.5,10,12374.5,12192,10,7066,7175.5,10,16685.5,16617.5,10,12576.8,12684.5
868,750372.098,6297294.59,25.27,"11",9,27.5555555555556,22,9,8455.55555555555,8414,9,5874.66666666667,5705,9,9604.66666666667,9452,9,8803.44444444445,8818
869,750369.83,6297290.234,25.285,"12",9,21.6666666666667,26,9,12211.5555555556,12224,9,7094,7006,9,15871.4444444444,15167,9,14431.4444444444,14695
870,750367.638,6297285.907,25.277,"12",9,41.1111111111111,32,9,15619,17040,9,8100.88888888889,8346,9,17757.7777777778,18616,9,15268.1111111111,14593
871,750366.774,6297284.186,25.256,"14",10,43,44,10,14284.9,13907.5,10,7270.4,7211,10,18569.5,18072.5,10,17937,18269.5
872,750365.783,6297282.279,25.257,"13",9,50,55,9,14894.1111111111,14943,9,7714,7623,9,20814.8888888889,20311,9,23536.8888888889,24153
873,750364.729,6297280.097,25.293,"12",9,39.8888888888889,41,9,13193.5555555556,13579,9,7064.22222222222,7106,9,17335.8888888889,18410,9,16153.7777777778,16063
874,750362.525,6297275.779,25.278,"13",10,42.4,33,10,15206.5,14912.5,10,8276.2,8270.5,10,21819.8,21417.5,10,20520.1,20351.5
875,750360.662,6297272.05,25.302,"8",9,26.7777777777778,21,9,14856.3333333333,14916,9,7065,6690,9,20853,21438,9,18953,18144
876,750359.921,6297268.104,25.28,"10",8,40,40.5,8,16738.125,16427,8,8202.25,7974,8,25615.25,25511,8,20728.25,20893.5
877,750357.376,6297262.591,25.26,"10",11,44.9090909090909,34,11,14072.4545454545,14573,11,7290.90909090909,7233,11,17770.9090909091,17356,11,15232.9090909091,15081
