field_1,field_2,field_3,field_4,field_5,NIR_count,NIR_mean,NIR_median,RE_count,RE_mean,RE_median,B_count,B_mean,B_median,R_count,R_mean,R_median,G_count,G_mean,G_median
369,764940.023,6309577.854,22.323,8,8,17155.375,17062.5,8,20103.25,19814.5,8,108.625,108,8,12278.625,12279.5,8,16187.875,16109
370,764935.906,6309580.262,22.335,5,8,14066.625,13362.5,8,16864.25,16199.5,8,112.125,115,8,13103.25,13184,8,14838.375,14752
371,764931.471,6309583.112,22.285,10,10,15987,14789.5,10,20180.5,18283.5,10,110,109.5,10,12839.7,12845,10,16789.9,17008.5
372,764927.041,6309585.525,22.284,12,10,22580.5,22711,10,25631.1,26358,10,95.1,95.5,10,11691.9,11702,10,18645.1,18661.5
373,764925.45,6309586.008,22.271,13,9,21667.4444444444,20532,9,24140.4444444444,23929,9,81,77,9,11054.1111111111,11234,9,17332.2222222222,17265
374,764922.327,6309586.944,22.234,16,8,15914.125,16198,8,20894.75,21026.5,8,100.25,98.5,8,12669.625,12645.5,8,17299.625,17341
375,764921.708,6309587.387,22.223,17.5,8,10717.875,10724,8,13431.875,13150,8,121,120,8,12767.375,12698.5,8,14195.375,13878.5
376,764919.825,6309587.239,22.241,17,9,9282.33333333333,9243,9,12277.4444444444,12358,9,110.444444444444,110,9,13244.1111111111,13198,9,13603.8888888889,13632
377,764918.703,6309588.577,22.204,18,9,13705.7777777778,13384,9,18404.4444444444,18771,9,114.777777777778,114,9,12207.3333333333,12134,9,15684,15934
378,764917.617,6309590.276,22.196,18,12,8878.33333333333,8840.5,12,12685.5,12602.5,12,126,124,12,13957.8333333333,14025,12,14539.4166666667,14538.5
379,764916.237,6309592.561,22.233,17,9,15652.1111111111,15643,9,19640.1111111111,20154,9,94.8888888888889,97,9,12489.1111111111,12368,9,16573,16506
380,764916.149,6309597.966,22.26,15,10,13313.9,13231,10,17032.9,16925,10,117.8,115.5,10,13687.5,13566.5,10,16125.6,16068
381,764915.416,6309606.076,22.247,19,10,12797.3,12847.5,10,16332.9,16170,10,119.2,116.5,10,12597.9,12549.5,10,15258.9,15336.5
382,764915.069,6309607.85,22.269,17,9,12360.1111111111,12307,9,16307.7777777778,16249,9,109.666666666667,112,9,12729,12649,9,15343.6666666667,15298
383,764914.531,6309607.942,22.237,20,9,13486.7777777778,13660,9,18133.3333333333,17352,9,114.333333333333,113,9,12962.6666666667,12941,9,16462.7777777778,16450
384,764913.779,6309609.559,22.24,20,9,13224.8888888889,12403,9,17090.2222222222,16761,9,111.333333333333,112,9,12882,12931,9,15229.5555555556,15110
385,764912.99,6309610.85,22.181,25,9,9913.11111111111,9762,9,14726.8888888889,14637,9,118.444444444444,117,9,13825.6666666667,13955,9,15210.2222222222,15317
386,764911.583,6309611.192,22.152,25.5,9,8952.77777777778,8783,9,13568.8888888889,13274,9,120.444444444444,120,9,13743.3333333333,13591,9,14367.6666666667,14359
387,764910.533,6309611.947,22.153,22,9,7663.77777777778,7672,9,12190.8888888889,12113,9,118.555555555556,119,9,14525.4444444444,14512,9,14251.1111111111,14176
388,764908.452,6309614.336,22.151,27,11,7481.90909090909,7529,11,11783.7272727273,11801,11,117.727272727273,118,11,14353.7272727273,14415,11,14321.8181818182,14288
389,764907.908,6309614.64,22.157,26,9,7776.11111111111,7786,9,12743.8888888889,12836,9,118.555555555556,118,9,15186.4444444444,15176,9,14745.8888888889,14790
390,764907.368,6309614.537,22.045,30,9,9282.33333333333,9111,9,13832.1111111111,13676,9,119.111111111111,118,9,14126.6666666667,14131,9,15067.8888888889,14790
391,764905.613,6309614.771,22.192,247,11,8929.27272727273,8836,11,14049.9090909091,13675,11,121.818181818182,119,11,13933.5454545455,13817,11,15496.5454545455,15266
392,764905.475,6309614.743,22.188,24,9,9058.33333333333,8817,9,14344.7777777778,13985,9,128.777777777778,128,9,15152.5555555556,15081,9,15363.8888888889,15333
393,764904.655,6309614.961,22.228,20,8,9313.875,9126.5,8,13560,13405,8,121.875,119,8,13183.875,13067.5,8,14496.5,14336.5
394,764903.128,6309615.34,22.166,22,9,7626.11111111111,7713,9,12029.1111111111,12008,9,115.777777777778,115,9,14129.2222222222,14081,9,14107.4444444444,14083
395,764902.137,6309614.654,22.172,24,9,13816.2222222222,14380,9,22857.2222222222,23247,9,134.222222222222,135,9,15657,15667,9,22357.5555555556,23111
396,764901.061,6309614.17,22.208,22,12,9704.33333333333,9595,12,14589.25,14401.5,12,114.833333333333,116,12,13800.5,13727,12,15322.0833333333,14931.5
397,764900.042,6309614.187,22.23,18,9,11919.7777777778,11450,9,19015.7777777778,18505,9,123.777777777778,123,9,14751.8888888889,14720,9,17783.2222222222,17049
398,764898.31,6309613.36,22.209,20,10,10166.7,10121.5,10,15397.4,15305.5,10,126.3,125.5,10,15042.9,14937.5,10,16370,16266
399,764898.483,6309616.232,22.26,17,9,8321.55555555555,8242,9,13143,13133,9,135.555555555556,136,9,15660.3333333333,15621,9,15730.1111111111,15709
400,764898.746,6309618.668,22.207,20,9,15617.6666666667,15296,9,21403.1111111111,21712,9,111.222222222222,111,9,13679.3333333333,13608,9,18483.7777777778,18487
401,764898.564,6309619.972,22.198,20,9,11794.6666666667,11817,9,16801.8888888889,16475,9,126.777777777778,127,9,14849.1111111111,14858,9,16876.5555555556,16709
402,764898.906,6309621.619,22.222,20,9,15699.5555555556,15775,9,21304.1111111111,22019,9,114.222222222222,114,9,13853.8888888889,14089,9,18902.5555555556,18932
403,764899.388,6309623.875,22.227,20,9,16758.7777777778,16780,9,23187.4444444444,23756,9,112.888888888889,111,9,14888.5555555556,14900,9,20539.2222222222,20818
404,764894.893,6309625.801,22.269,15,9,17668.1111111111,16676,9,18809.6666666667,18124,9,79.7777777777778,78,9,11241.6666666667,11036,9,15821.5555555556,15260
405,764892.642,6309623.794,22.244,12,9,16196.8888888889,15457,9,21563.1111111111,20302,9,123.666666666667,129,9,15042.5555555556,15061,9,19513.5555555556,19021
406,764889.532,6309623.72,22.232,20,9,14562,14263,9,22320.6666666667,22663,9,137.777777777778,139,9,14995.4444444444,14923,9,19592.7777777778,19635
407,764887.491,6309622.887,22.29,9,9,17237.7777777778,16348,9,23187.7777777778,22255,9,103.888888888889,108,9,13086.6666666667,13169,9,19022.2222222222,18945
408,764882.257,6309622.446,22.361,6,9,13307.1111111111,12409,9,16525.5555555556,15261,9,92.8888888888889,92,9,11683,11696,9,14600.3333333333,14133
409,764878.712,6309620.478,22.332,10,9,11252.2222222222,11101,9,13988.5555555556,13826,9,108.555555555556,113,9,12412.1111111111,12645,9,13568,13544
410,764876.037,6309618.763,22.354,9,10,12699.1,11832,10,16268.3,15448.5,10,110.9,107.5,10,12534.4,12616,10,14166.1,13941.5
411,764873.639,6309617.94,22.386,7,11,26055.3636363636,26558,11,29663,30453,11,85.9090909090909,84,11,11000.7272727273,10877,11,18880.3636363636,18572
412,764870.96,6309616.7,22.361,7,9,17189.3333333333,16765,9,19387.7777777778,19372,9,88.8888888888889,96,9,11778.2222222222,11807,9,14911,14551
413,764863.672,6309612.458,22.404,2,9,18787,18871,9,19018.3333333333,18997,9,73.7777777777778,80,9,10075.1111111111,10053,9,13853.3333333333,13911
414,764859.571,6309610.796,22.358,9,9,17787.8888888889,17452,9,20788.4444444444,20575,9,102,103,9,11510,11612,9,15256,15320
415,764855.069,6309609.144,22.466,1,9,22138.5555555556,22096,9,23020.4444444444,22924,9,61.5555555555556,65,9,9523.33333333333,9525,9,14716.8888888889,14817
416,764855.526,6309606.654,22.478,0,9,11717.6666666667,11838,9,14278.8888888889,14115,9,116.111111111111,117,9,12491.6666666667,12604,9,14104.7777777778,14154
417,764855.737,6309605.494,22.509,0,10,15802.7,15572.5,10,16388.2,16262.5,10,90.1,88.5,10,10245.1,10171.5,10,13888.9,13783
418,764853.762,6309606.264,22.391,7,9,13341.3333333333,13011,9,15625.7777777778,14293,9,99.7777777777778,99,9,9779.11111111111,9824,9,12749.3333333333,12826
419,764846.578,6309601.006,22.359,9,9,23127.2222222222,23572,9,25064.5555555556,25844,9,50.6666666666667,50,9,9059.66666666667,9272,9,16653.8888888889,16668
420,764842.897,6309625.359,22.301,16,9,10839.5555555556,10542,9,14249.6666666667,13857,9,101,102,9,10792.1111111111,10815,9,13870,14070
422,764827.64,6309733.507,22.275,23,9,10627.4444444444,10485,9,14989,14946,9,99.8888888888889,99,9,13117.1111111111,12995,9,15689.1111111111,15786
423,764819.19,6309845.248,22.462,12,12,12382.6666666667,12375.5,12,15638,15331,12,85.9166666666667,85.5,12,9935.66666666667,9919,12,13804.4166666667,13984.5
424,764819.538,6309846.944,22.419,11,9,9717.77777777778,9636,9,12822.2222222222,12883,9,90.5555555555556,98,9,10787,10839,9,12220.5555555556,12161
425,764818.959,6309848.683,22.437,10,9,11257.3333333333,11268,9,13561.4444444444,12558,9,85.7777777777778,85,9,9597.11111111111,9596,9,12090.4444444444,12063
426,764813.025,6309849.314,22.451,7,8,25894.875,25831.5,8,25555.875,26846,8,69.125,72,8,8190.25,8297.5,8,16196.875,16297.5
429,764783.407,6310039.472,22.249,30,9,7751.11111111111,7760,9,12670.4444444444,12557,9,147,147,9,15235.4444444444,15300,9,17010.7777777778,17026
430,764783.1,6310041.114,22.235,34,8,7428.375,7405,8,11793.625,11834,8,121,120.5,8,13733,13675,8,14829.875,14830
