field_1,field_2,field_3,field_4,field_5,R_count,R_mean,R_median,G_count,G_mean,G_median,B_count,B_mean,B_median,RE_count,RE_mean,RE_median,NIR_count,NIR_mean,NIR_median
637,765338.266,6308604.392,20.356,15,12,11899.3333333333,12381,12,15628,15866.5,12,28.0833333333333,23.5,12,18547.9166666667,18567,12,13355.1666666667,13975.5
638,765339.808,6308603.468,20.355,18,9,8173.11111111111,8331,9,8445.11111111111,8243,9,63.7777777777778,41,9,9850.44444444445,9599,9,7927.11111111111,8063
639,765342.941,6308602.283,20.351,19,9,10776.6666666667,11352,9,13044.1111111111,12847,9,72,80,9,14163.6666666667,15027,9,10082.4444444444,9772
640,765345.799,6308601.493,20.362,18,9,6567.44444444444,6353,9,6915.44444444444,6178,9,28,28,9,7311.55555555556,6877,9,7151.33333333333,6856
641,765346.867,6308601.423,20.389,17,9,10068.4444444444,9613,9,13113.1111111111,13432,9,64.3333333333333,59,9,16455.3333333333,16600,9,12925.6666666667,13134
642,765348.599,6308601.038,20.383,19,10,8003.6,7429.5,10,9372.5,8245.5,10,83.7,90,10,10806.7,9252,10,8612,8013.5
643,765352.918,6308600.428,20.381,18,9,6545.77777777778,6350,9,7533.11111111111,7197,9,33.8888888888889,34,9,8011.66666666667,7813,9,7285.11111111111,7161
644,765354.595,6308600.026,20.399,18,10,13472.7,13471.5,10,19709.2,19745.5,10,84,88,10,25781.2,26179,10,17649.5,17400
645,765355.58,6308600.034,20.409,14,10,9975,9910,10,15418.6,15965,10,82.7,95,10,19410.9,18255.5,10,15984.6,15846
646,765356.005,6308599.272,20.38,16,10,11554.4,11238.5,10,17494.8,17184.5,10,79.4,73.5,10,24260.1,24284.5,10,18147,18383.5
647,765357.083,6308599.05,20.418,12.5,10,10577.5,10771.5,10,16723.8,17114,10,69,68.5,10,22349.5,22220,10,18298.2,18368.5
648,765358.345,6308598.174,20.424,11,10,8406.4,8477.5,10,11520.1,11608,10,54.4,52.5,10,15387.7,14865,10,12716.9,12462
649,765359.091,6308597.492,20.376,15,10,9823.3,10080,10,16024.3,15890,10,71.9,71,10,21437.2,22141,10,18518.1,19257.5
650,765361.622,6308594.667,20.389,9,9,7091.22222222222,6792,9,9767.66666666667,9516,9,41.7777777777778,39,9,12559.8888888889,12068,9,12497.1111111111,12433
651,765369.434,6308595.408,20.421,16,10,9783.7,9808,10,13382.8,13570,10,59.5,49.5,10,16163.2,16048.5,10,12436.7,12533
652,765371.55,6308588.467,20.396,15,10,7707.5,7601.5,10,11424.4,10926.5,10,62.9,67,10,16148.1,15359,10,14095.2,12983
653,765379.846,6308557.044,20.344,19,10,13284,13416.5,10,17449.4,17442,10,100.8,122,10,19627.3,20324,10,14681.6,14264
654,765380.564,6308554.193,20.362,19,9,10278.7777777778,9393,9,15487.7777777778,14183,9,55.3333333333333,39,9,21068.6666666667,20226,9,15401.2222222222,14711
655,765396.656,6308497.314,20.379,16,10,17097,17496.5,10,27223.4,27261.5,10,144.7,152,10,35156.9,36268.5,10,22289.8,22513
656,765408.502,6308456.809,20.376,8,9,9448,9417,9,15899.7777777778,15625,9,47.5555555555556,43,9,23512.3333333333,21820,9,17643.7777777778,17048
662,765432.421,6308366.48,20.167,12,10,7619.2,7628.5,10,11119.1,11398,10,62,64,10,15190,15041,10,11937.8,11995.5
663,765429.379,6308365.376,20.129,20,9,7551,7340,9,10280.6666666667,9755,9,46.3333333333333,48,9,10968.7777777778,10532,9,9184.22222222222,8674
664,765425.643,6308362.514,20.104,17,9,7756.33333333333,7643,9,9055.44444444445,9040,9,41,40,9,9827.11111111111,9675,9,8209.33333333333,8097
665,765422.244,6308360.147,20.144,10,10,9010,9032.5,10,15290.5,15181,10,74.7,69,10,20537.7,21943,10,14514.3,15107.5
666,765420.56,6308359.016,20.077,16,9,7510.33333333333,7337,9,12166.2222222222,11526,9,47.1111111111111,35,9,13908.3333333333,13899,9,11025.5555555556,10525
667,765417.263,6308358.253,20.036,23,8,6933.875,6985,8,7441.125,7327.5,8,31.25,31,8,8764.25,8743,8,6638.625,6606
668,765413.025,6308361.641,20.059,18,9,7154.11111111111,6986,9,9863.44444444445,10013,9,72.8888888888889,57,9,13240.8888888889,12988,9,9064.33333333333,8911
669,765413.54,6308363.518,20.106,13.5,9,7927.44444444444,7488,9,11718.8888888889,10915,9,31.2222222222222,24,9,13550.3333333333,12250,9,12141.7777777778,11248
670,765413.381,6308365.909,20.127,11.5,9,8746.77777777778,8883,9,15742.8888888889,15486,9,86.5555555555556,87,9,23678.6666666667,23897,9,19672.8888888889,20288
671,765411.448,6308370.007,20.146,12,10,9887.6,10060.5,10,18120.7,17628,10,77.7,72,10,25383.7,24760,10,18468.3,18557
672,765410.623,6308371.316,20.076,19.5,9,7569.11111111111,7610,9,10465,10548,9,75.6666666666667,83,9,14740.7777777778,14598,9,11683.5555555556,11497
673,765411.754,6308372.763,20.135,13,10,8262.1,8134,10,14664.7,14286.5,10,25.3,14,10,19611.7,18540,10,14863.5,14829
674,765412.576,6308374.424,20.176,7,9,10851,10617,9,23492.3333333333,22414,9,74.4444444444444,80,9,40530.6666666667,40157,9,39536.5555555556,38294
675,765417.215,6308381.596,20.146,14,9,6513.44444444444,6536,9,8996.55555555555,9000,9,60.5555555555556,56,9,11056.4444444444,11099,9,10216.8888888889,9911
676,765417.869,6308390.555,20.283,10,11,7308.90909090909,7309,11,11986.2727272727,12545,11,42.6363636363636,28,11,16203.3636363636,16297,11,15074.8181818182,14965
677,765412.879,6308393.314,20.229,15,12,9140.75,9211.5,12,14706.75,14635.5,12,69.5,60,12,21493.0833333333,20921.5,12,17466.9166666667,16050
678,765411.687,6308393.599,20.236,16,12,8678.16666666667,8438,12,15194.75,14223,12,48.4166666666667,44,12,23985.0833333333,22194,12,21417.8333333333,21230.5
679,765409.556,6308395.815,20.266,10,12,8744.16666666667,8823,12,16926.1666666667,16272,12,69.6666666666667,63.5,12,25985.5,24151.5,12,30358.25,30339
680,765405.523,6308396.516,20.243,2,10,10990.3,10651.5,10,15284.1,14973.5,10,92.2,90.5,10,20391.4,18979.5,10,16570.8,16149.5
681,765395.099,6308402.729,20.156,13,10,5899,5833.5,10,6022.2,5895,10,50.1,28,10,6998.3,6956.5,10,6647.3,6620.5
682,765398.062,6308413.35,20.24,4.5,9,9445.22222222222,9326,9,12454.4444444444,11747,9,50.8888888888889,51,9,18004.8888888889,17664,9,14220.8888888889,13741
683,765399.429,6308418.857,20.255,0,9,12669.6666666667,12510,9,13589.5555555556,13978,9,102.888888888889,107,9,15506,15813,9,13846.3333333333,14252
684,765399.784,6308419.844,20.269,0,10,11442.9,11536.5,10,15350.9,15255,10,68.5,62,10,19708.5,19760,10,15665.8,15936.5
685,765398.834,6308420.362,20.287,0,9,12727.6666666667,12688,9,14719.6666666667,15033,9,89.7777777777778,87,9,18037.5555555556,18117,9,15125.1111111111,15004
686,765398.905,6308421.354,20.24,0,9,12963,13387,9,18929.4444444444,18736,9,82.8888888888889,85,9,25727.3333333333,25393,9,20978.5555555556,20834
687,765398.391,6308422.685,20.255,0,10,12437.1,12491.5,10,12921.9,11902,10,60.1,58.5,10,14730.6,13485.5,10,12152.3,11687.5
688,765397.516,6308422.846,20.258,0,10,12014.7,11051.5,10,16369.5,15749,10,65.7,68,10,21831.8,21170,10,16463.6,15921.5
689,765396.942,6308423.698,20.262,0,10,10693.3,10888.5,10,16737.3,16688.5,10,93.7,110.5,10,20167.5,20978,10,16939.6,16684
690,765397.158,6308425.293,20.271,0,9,14472.7777777778,14514,9,18174.2222222222,18224,9,75.4444444444444,77,9,24383.3333333333,24831,9,17236,16880
691,765396.291,6308426.281,20.274,0,10,13261.9,13584,10,14264.8,14779,10,54.7,58,10,15483,14307.5,10,13148.5,12867
692,765394.783,6308426.054,20.263,0,9,12885.8888888889,12592,9,12763.6666666667,12781,9,77.4444444444444,91,9,14702.2222222222,15177,9,12698,12566
693,765395.058,6308427.986,20.25,0,9,13015,12941,9,15107.7777777778,15294,9,57.5555555555556,59,9,18804.5555555556,18053,9,15066.6666666667,14939
694,765393.094,6308428.621,20.25,0,10,14019.7,13874,10,22025.4,21230,10,87,82.5,10,30990.1,31823,10,22511.9,22444
695,765393.534,6308429.894,20.285,0,9,9420.33333333333,9218,9,11323.2222222222,10046,9,70.2222222222222,69,9,13929.2222222222,12644,9,12591.8888888889,12389
696,765391.612,6308431.031,20.257,0,8,13657.375,13949.5,8,12599.5,12192,8,87.375,92,8,13318.5,13215,8,11754.75,11643.5
697,765388.92,6308431.255,20.256,0,10,16039.3,15936,10,17826.2,17250.5,10,78,73.5,10,19397.3,18962,10,15710.7,15294.5
698,765387.786,6308432.077,20.266,0,9,10504.1111111111,10297,9,13455.6666666667,13022,9,95.5555555555556,93,9,15130.4444444444,15056,9,13660.7777777778,13045
699,765388.303,6308433.127,20.286,0,9,15830.6666666667,16203,9,24035.1111111111,23876,9,111.111111111111,107,9,28646.2222222222,27986,9,23119.4444444444,22809
700,765388.507,6308435.002,20.258,0,9,13755.1111111111,13582,9,17614.7777777778,17339,9,60,69,9,20941.6666666667,18909,9,15708.6666666667,15804
701,765386.152,6308435.249,20.288,0,9,17973.3333333333,18424,9,28478.6666666667,28793,9,105.222222222222,103,9,40736.7777777778,40831,9,31760.7777777778,32651
702,765386.085,6308437.148,20.261,0,10,11944.7,11907,10,14732.3,14111,10,67.7,67.5,10,14739.1,13763.5,10,12542.3,12583
703,765384.592,6308437.594,20.245,0,10,10366.5,10482,10,10299,10240,10,73.6,73,10,11547.1,11213.5,10,10515,10735.5
704,765382.447,6308440.864,20.227,2,10,12229.6,12660,10,16347.4,17028,10,65.7,68,10,19257.9,20881.5,10,15067.9,15641.5
705,765384.517,6308454.419,20.233,15,9,9909.66666666667,10186,9,11130.2222222222,11517,9,40.5555555555556,42,9,11781,11049,9,9192.88888888889,8908
706,765384.697,6308461.061,20.347,0,9,9705.22222222222,9562,9,16297.5555555556,15229,9,84.5555555555556,89,9,24301.8888888889,24561,9,24922.2222222222,24055
707,765384.523,6308462.757,20.352,0,10,7336.2,7111.5,10,9807.2,9336,10,79.7,86.5,10,17193.9,16548,10,16129.1,15223.5
708,765383.555,6308464.301,20.326,0,10,8744,8690.5,10,14329.7,14238,10,36.3,28.5,10,17508.7,16883.5,10,18250,18477
709,765384.152,6308466.936,20.257,16,9,9171.66666666667,8701,9,9448.77777777778,9358,9,69.2222222222222,52,9,9967.88888888889,9210,9,8143.77777777778,7603
710,765382.868,6308468.515,20.3,12,12,8464.58333333333,8053,12,10433.25,9634,12,79.1666666666667,80.5,12,14796.25,12279,12,10785.5833333333,10723
711,765378.192,6308472.328,20.298,16,9,10518.1111111111,11255,9,14892.6666666667,15182,9,47.8888888888889,48,9,16129.2222222222,16583,9,13082.6666666667,13975
712,765376.558,6308494.485,20.323,14,10,9181,8983,10,9337.1,9554.5,10,75.2,60.5,10,11863.3,11786,10,10425.1,10118
713,765377.286,6308497.19,20.343,10,9,11012.8888888889,10535,9,18232,18068,9,51.7777777777778,57,9,24199.4444444444,24583,9,19733.6666666667,18980
714,765379.793,6308506.801,20.37,10,9,7926.55555555556,7787,9,11492.3333333333,10854,9,56.1111111111111,65,9,19446.3333333333,18660,9,16215.8888888889,15303
715,765381.028,6308509.237,20.356,11.5,10,8313.3,8227.5,10,11452.6,10448.5,10,56.4,58,10,13218.1,12194.5,10,9958.6,9999.5
716,765382.549,6308510.868,20.356,13,10,9723.6,9871.5,10,12528.4,12496.5,10,57.3,52.5,10,13765.5,12002.5,10,13696.1,14132
717,765373.047,6308528.603,20.351,14,9,12935.8888888889,13179,9,19727.6666666667,21048,9,75.8888888888889,76,9,25133.6666666667,24908,9,17653.8888888889,17057
718,765373.326,6308527.875,20.389,13,9,8179.77777777778,8027,9,9962.55555555555,9972,9,55.1111111111111,54,9,12294.5555555556,12400,9,11141.8888888889,10873
719,765373.352,6308527.034,20.387,13,11,7388.81818181818,6729,11,10262.0909090909,9742,11,42.8181818181818,38,11,12272.5454545455,11629,11,11184.9090909091,10933
720,765373.129,6308529.656,20.371,14,8,9729.5,9861.5,8,11915.875,11678,8,50.75,32.5,8,15062.875,14946.5,8,12145.625,11836
721,765372.281,6308530.895,20.402,13,12,11477.0833333333,11418,12,18490.5,18159,12,60.5,63,12,24961.8333333333,25063.5,12,18956.5,19098.5
722,765369.64,6308529.089,20.438,9,10,12399.2,12204,10,22281.3,22309.5,10,64.8,61.5,10,32566.3,33035.5,10,25921.4,26879
723,765366.984,6308527.957,20.345,14,9,12563.2222222222,13019,9,19825.6666666667,20917,9,52.8888888888889,31,9,25537.3333333333,26870,9,19302.8888888889,19507
724,765364.606,6308526.703,20.303,15,10,8324.5,8183.5,10,11653.9,10588.5,10,41.5,45,10,14269.3,13087.5,10,12766.2,11752.5
725,765362.007,6308521.841,20.472,0,10,9841.5,9810,10,15175.5,15124.5,10,61.4,60,10,22886.2,22213,10,22508.1,22089.5
726,765358.202,6308515.855,20.291,13.5,10,9656.8,9222,10,12684.3,12825,10,66,64,10,13186.8,13169.5,10,9489.2,9123.5
727,765356.152,6308515.461,20.312,13,8,10108.75,10003.5,8,13693,13054,8,67.625,59.5,8,15286.625,15556.5,8,10956,10823.5
728,765349.058,6308514.799,20.274,15,12,9576.5,9116,12,8057.41666666667,7534,12,36.5833333333333,35.5,12,10202.0833333333,8990,12,9326.75,8854
729,765342.997,6308514.587,20.427,0,9,10776.8888888889,10066,9,19456.2222222222,17513,9,60.1111111111111,39,9,23008.6666666667,21161,9,18128.3333333333,17484
730,765333.487,6308514.074,20.261,10,9,11028.6666666667,11019,9,8762,8877,9,57,58,9,9922.55555555555,9819,9,7342.55555555556,7249
731,765329.601,6308508.208,20.318,0,10,12420.3,12619,10,10934.8,11226,10,95.3,84,10,11690.2,11697.5,10,10605.3,10580.5
732,765328.478,6308506.961,20.323,0,10,17571.1,17588.5,10,18411.1,17915.5,10,142.7,148.5,10,20784.3,20362.5,10,17485.4,17833.5
733,765329.208,6308504.198,20.259,0,10,14775.2,14369,10,14683.3,14219.5,10,101.8,97,10,16691.1,15839,10,14315,13935
734,765330.863,6308502.308,20.292,0,10,9720.2,9660,10,9440.6,9157.5,10,98.8,104.5,10,10963.1,10507,10,10808.7,10628
735,765332.072,6308500.437,20.274,0,9,10432.4444444444,9327,9,11655.8888888889,9587,9,118.888888888889,120,9,14491.5555555556,11491,9,12421.3333333333,11071
736,765331.157,6308498.497,20.311,0,9,11161.5555555556,10405,9,13954.2222222222,15147,9,53.3333333333333,50,9,16512,17129,9,14091.3333333333,13854
737,765329.252,6308498.144,20.275,0,9,15308,15454,9,21034.5555555556,21657,9,51.5555555555556,32,9,26809.2222222222,28323,9,20050.7777777778,19796
738,765322.79,6308501.473,20.274,0,9,13236.6666666667,13291,9,13813.6666666667,13727,9,94.4444444444444,101,9,16657.1111111111,17230,9,14722.6666666667,15082
739,765318.476,6308501.996,20.313,0,11,13377.7272727273,12802,11,17025.4545454545,16600,11,100.818181818182,108,11,20490.1818181818,19658,11,17868.9090909091,17674
740,765316.126,6308502.062,20.274,0,10,14724,14514,10,14204.9,14041,10,88.8,90,10,16889.4,16343.5,10,15013.8,14747.5
741,765313.899,6308502.35,20.254,3,9,11102.1111111111,10843,9,11631.7777777778,10837,9,73.1111111111111,73,9,14771.2222222222,13559,9,13950.3333333333,13321
742,765312.531,6308505.208,20.3,0,9,14361.6666666667,13832,9,19741.8888888889,21620,9,86.8888888888889,84,9,23915.4444444444,26315,9,18695.6666666667,19246
743,765306.467,6308504.986,20.327,0,10,12102.2,12703.5,10,16351.3,17006.5,10,88,89,10,22699.1,23439,10,18476.8,19358.5
744,765302.245,6308504.809,20.271,1,9,10919,10645,9,12581.4444444444,12431,9,69.5555555555556,59,9,14315,13551,9,13110.8888888889,13502
745,765299.535,6308504.909,20.265,2,9,10471.5555555556,10383,9,10858.5555555556,10439,9,66,66,9,13202.4444444444,13056,9,12480.2222222222,12077
746,765298.356,6308508.261,20.319,0,10,15334.8,15347,10,19843.2,19271,10,87.6,90,10,26297.8,26575.5,10,23142.3,22880
747,765297.929,6308509.547,20.335,0,10,17048.3,16833,10,21916.8,20985.5,10,113,113.5,10,29203,28502,10,27240.2,26524
748,765296.851,6308507.744,20.312,0,10,13369.5,13662.5,10,18645.6,18919,10,84.5,83,10,24221.9,24731,10,21930.5,22458.5
749,765294.766,6308508.611,20.321,0,9,13327.8888888889,13239,9,15962.7777777778,16140,9,79.2222222222222,67,9,20026.1111111111,19300,9,20040.4444444444,19383
750,765292.677,6308509.774,20.303,0,10,12235.4,12265,10,16247.4,15868.5,10,71.6,76,10,19806.9,19579.5,10,19644.4,19553
751,765292.839,6308510.385,20.324,1,9,14443.3333333333,14571,9,15815.3333333333,15067,9,103.222222222222,103,9,20058.7777777778,19362,9,19510,18645
752,765291.055,6308511.314,20.343,0,9,8542.22222222222,7849,9,10765.5555555556,10750,9,34.4444444444444,33,9,13254.7777777778,13259,9,13986.1111111111,13793
753,765286.294,6308511.298,20.343,0,10,10708.6,10183.5,10,13528.4,12904,10,64.1,52.5,10,17489.5,15819,10,18841,18182
754,765285.013,6308511.568,20.312,0,10,15380.6,15772,10,21101.8,22164.5,10,105.2,110.5,10,27438,28129.5,10,22125.4,21573.5
755,765283.745,6308512.861,20.34,0,10,10845.2,11058,10,12189.7,12596.5,10,75.7,75.5,10,16042.8,16191,10,15235.8,15190
756,765281.919,6308512.256,20.389,0,10,15161.5,15328.5,10,22774.1,23029.5,10,109.1,115.5,10,29093.3,30504.5,10,26407.8,27858.5
757,765280.353,6308513.314,20.385,0,11,17347,17903,11,30159.0909090909,29695,11,129,132,11,44823.0909090909,43385,11,36832.8181818182,38388
758,765279.915,6308514.499,20.326,0,9,15170.1111111111,15091,9,26431.3333333333,26418,9,108.333333333333,106,9,38505.7777777778,38308,9,31471.6666666667,31296
759,765278.585,6308510.197,20.247,4,10,9860.3,9836.5,10,9492.5,9418.5,10,52.8,51.5,10,11336.4,11157.5,10,10211.9,10058.5
760,765275.156,6308509.231,20.272,6,12,11881.6666666667,11431,12,19463.4166666667,19478.5,12,87.1666666666667,90,12,22022.8333333333,21295,12,16165.6666666667,15524.5
761,765272.787,6308509.31,20.228,9,10,11398.6,11197,10,17660.2,17540.5,10,94.5,80,10,20753.9,19584.5,10,15466.1,14943.5
762,765268.4,6308510.469,20.227,8.5,9,8539.22222222222,8595,9,10170.7777777778,9119,9,54.8888888888889,39,9,13038.6666666667,11677,9,10187.1111111111,9344
763,765261.099,6308513.59,20.245,8,10,9007.4,9035.5,10,9165.4,8985,10,43.8,40,10,11623.1,11510.5,10,9381.5,9340.5
764,765255.815,6308517.255,20.283,5.5,10,9567.2,9735,10,10206.4,10370.5,10,40.7,41.5,10,12921.9,12799,10,9174.5,9113.5
765,765257.374,6308525.698,20.277,11,10,8761.1,8685.5,10,9119,9046.5,10,66.3,73,10,10170.6,10055.5,10,7460.1,7430.5
766,765264.074,6308532.52,20.273,12,9,9225.66666666667,8465,9,12397.5555555556,11711,9,71,52,9,13055.4444444444,12064,9,10476.2222222222,9950
767,765273.051,6308536.97,20.293,11,12,9456.66666666667,9597,12,12943.1666666667,13182.5,12,60.75,60,12,15875.75,15519,12,11912,11812
768,765279.787,6308538.786,20.318,11,12,14649.3333333333,14838,12,21292.75,22177.5,12,70.3333333333333,77.5,12,30662.25,32104,12,23070.75,23539.5
769,765299.837,6308545.965,20.423,0,9,10377,10578,9,11231.5555555556,10563,9,40.2222222222222,37,9,15810.1111111111,16099,9,14841.3333333333,14247
770,765304.859,6308547.598,20.334,13,9,10948.5555555556,10635,9,11768.8888888889,11651,9,66.5555555555556,68,9,14317.3333333333,14005,9,10963.5555555556,11097
771,765324.982,6308571.183,20.397,9.5,11,11126.6363636364,10055,11,11848.7272727273,11419,11,62.2727272727273,51,11,13669.5454545455,11762,11,9874.90909090909,8987
772,765329.569,6308572.896,20.445,8,9,12527.6666666667,11774,9,18988.3333333333,18093,9,79.1111111111111,91,9,25230.4444444444,25979,9,20609.3333333333,22139
773,765341.513,6308580.599,20.381,16,9,10423.7777777778,10597,9,12564.6666666667,13846,9,79.7777777777778,82,9,13503.1111111111,14097,9,11150.5555555556,11685
774,765355.366,6308580.695,20.334,12,10,6585.2,6392.5,10,8096.8,7931,10,34.9,31,10,9145.3,8466,10,8587.4,8026.5
775,765342.589,6308587.855,20.373,8,10,9217,9344,10,12147.4,12458,10,52.9,40,10,14363.6,13269.5,10,13215.6,12113.5
776,765315.508,6308579.982,20.397,6,9,11627,11814,9,15369.2222222222,15468,9,68.5555555555556,65,9,21392.4444444444,22245,9,16927.5555555556,17363
777,765306.943,6308579.352,20.389,8,9,14856.3333333333,15409,9,18998.8888888889,19396,9,104,114,9,22007.4444444444,20849,9,17274.5555555556,16585
778,765295.091,6308578.42,20.381,9,11,12066.1818181818,11981,11,15243,14657,11,62.6363636363636,60,11,18384.7272727273,16605,11,14273.9090909091,13835
779,765286.931,6308576.731,20.366,12,10,11741.7,11883,10,17799.8,17139,10,61.6,59,10,23796.1,24382,10,18344.4,19785.5
780,765273.728,6308573.353,20.343,10,9,9897.33333333333,9948,9,8313.11111111111,8301,9,41.3333333333333,41,9,8055.88888888889,8011,9,6808.66666666667,6720
781,765258.636,6308569.284,20.347,6,9,11640.3333333333,11414,9,18259.2222222222,17282,9,62.7777777777778,56,9,24159.8888888889,21603,9,18392.2222222222,16295
782,765254.083,6308568.67,20.338,12,9,10795.4444444444,10109,9,16925.2222222222,15406,9,67.7777777777778,60,9,23008.6666666667,21670,9,17020,16278
783,765245.625,6308566.382,20.251,19,11,13159.9090909091,13001,11,13981.5454545455,14411,11,90.4545454545455,96,11,17901.3636363636,17851,11,14010.8181818182,14299
784,765236.867,6308549.461,20.36,4,9,12941,13411,9,20042.1111111111,19896,9,50,42,9,29395.3333333333,28149,9,24350.1111111111,24095
785,765233.418,6308550.122,20.39,0,9,9413.88888888889,9109,9,14679.1111111111,15140,9,46.2222222222222,42,9,21228.5555555556,20436,9,18165.1111111111,17723
786,765221.738,6308541.775,20.454,0,9,11614.3333333333,11163,9,16591.7777777778,15727,9,102.222222222222,108,9,22801.6666666667,22351,9,22862.8888888889,22504
787,765211.334,6308538.092,20.43,0,9,12756.4444444444,12824,9,20384.7777777778,20500,9,91.5555555555556,92,9,29834,28907,9,24365.5555555556,24444
788,765210.132,6308535.74,20.377,0,10,7319.1,7314,10,8068.6,7998.5,10,40.4,33.5,10,9010.6,9006,10,7712.3,7737.5
789,765207.748,6308538.42,20.229,15,9,8261.77777777778,8260,9,8533,8456,9,41.5555555555556,41,9,9177.44444444445,9195,9,6438.44444444444,6473
790,765201.938,6308542.981,20.311,10,10,8527.6,8532.5,10,8811.8,8641,10,39.9,39.5,10,10749.7,10906,10,8350.2,8380
791,765191.321,6308548.175,20.269,14,10,7721.6,7730.5,10,8265.9,8141,10,42.3,39,10,8847.6,8571.5,10,6764.8,6645
792,765186.244,6308549.335,20.391,0,10,7233.8,7051.5,10,8012.5,7834,10,34.6,30.5,10,9495.6,9279.5,10,6709.9,6640.5
793,765176.176,6308559.881,20.34,0,9,17133.6666666667,17141,9,24310.5555555556,24196,9,118.888888888889,126,9,32722.4444444444,32244,9,28253.2222222222,27799
794,765174.848,6308559.964,20.405,0,10,15551.6,15431,10,15784.9,15421.5,10,98.6,95,10,17148.6,16383,10,15107.2,14988
795,765174.613,6308561.326,20.388,0,8,18871.125,19426,8,23903.625,23979,8,126.625,134.5,8,29478.625,29819,8,23457.625,24115.5
796,765173.487,6308561.44,20.377,0,12,11254.5,10914,12,12643.8333333333,12783.5,12,70.5,60,12,16399.5,16551.5,12,13009.5833333333,12814
797,765172.474,6308563.9,20.3,8,10,9505.5,9405.5,10,10416.4,10458.5,10,47.6,43,10,12408.5,12168.5,10,10018.8,9952
798,765172.631,6308567.385,20.372,0,9,11338.4444444444,11034,9,12083,10962,9,56.2222222222222,48,9,15594.2222222222,16250,9,11330.2222222222,10890
799,765175.205,6308572.914,20.363,0,10,13035.2,13033,10,12544.2,12376.5,10,72.2,72,10,15414,15774,10,11881.8,11824
800,765175.179,6308574.974,20.418,0,9,11565.5555555556,11453,9,11366,11621,9,62.3333333333333,64,9,12711.2222222222,12826,9,10785.6666666667,10835
801,765176.23,6308576.643,20.393,0,9,10388.3333333333,10316,9,13258.2222222222,13562,9,41.4444444444444,36,9,15346.6666666667,14303,9,13364.6666666667,13509
802,765189.452,6308585.531,20.345,10,10,10657.7,10702,10,14432.5,14217.5,10,62.8,63,10,16492.5,16481,10,12252,12154.5
803,765199.085,6308593.3,20.365,7,10,6640.9,6643,10,8549.8,8598,10,17,15.5,10,9978.5,9774,10,10267.4,10231
804,765201.596,6308596.796,20.448,0,9,12015.8888888889,12045,9,18059.7777777778,18563,9,60.7777777777778,61,9,26405.2222222222,27308,9,24199.6666666667,24778
805,765203.334,6308597.582,20.457,0,11,8247.09090909091,8222,11,11787.4545454545,11810,11,34.1818181818182,36,11,17197.4545454545,17595,11,19010.3636363636,19250
806,765206.907,6308599.509,20.457,0,12,9327.41666666667,9003.5,12,11579.5833333333,11504.5,12,44.5833333333333,42,12,15651.0833333333,15076.5,12,16346.25,15780.5
807,765230.145,6308608.101,20.456,0,9,8918.11111111111,9020,9,10628.7777777778,9989,9,48.2222222222222,45,9,14782.4444444444,14256,9,14457,14098
808,765237.75,6308607.281,20.434,0,9,12961.4444444444,13266,9,18062.3333333333,17646,9,77.6666666666667,80,9,26804.3333333333,26093,9,23840.6666666667,24384
809,765239.843,6308606.521,20.377,7,11,15475.5454545455,16394,11,20299.8181818182,20658,11,88.1818181818182,88,11,26382.3636363636,26964,11,22075,22925
810,765241.934,6308606.73,20.354,14,9,11821.6666666667,11327,9,12035.2222222222,11073,9,39.4444444444444,32,9,14100.7777777778,13645,9,11867.5555555556,11645
811,765255.196,6308606.584,20.377,14,12,6811.75,6756,12,8824.83333333333,8833,12,42.75,39.5,12,11966.3333333333,11993,12,11611.75,11581
812,765255.454,6308606.095,20.356,11,12,7554.66666666667,7174,12,10543.6666666667,9789,12,34.9166666666667,20,12,12312.8333333333,11256.5,12,10825,10090
813,765256.114,6308606.968,20.361,11,9,10230.2222222222,10539,9,13475.1111111111,14328,9,46.1111111111111,51,9,18596.2222222222,19367,9,15471.7777777778,15551
814,765260.084,6308606.406,20.361,14,12,12394.9166666667,11978,12,14187.3333333333,14949,12,54.3333333333333,56,12,17075.25,17578,12,11755.6666666667,11346
815,765271.415,6308612.654,20.382,10,10,10954,11081,10,14860.1,14824.5,10,50.3,54,10,20398.8,20776.5,10,16466.8,16399.5
816,765271.426,6308612.645,20.373,10,9,10760.2222222222,10806,9,14550.4444444444,14315,9,45.7777777777778,54,9,19860.6666666667,20284,9,16383.3333333333,16552
817,765293.061,6308621.208,20.383,8,9,6212.88888888889,6023,9,6904.77777777778,6413,9,33.7777777777778,25,9,8653.22222222222,8353,9,8615.66666666667,8358
818,765297.397,6308620.037,20.383,10,8,9955.75,10437.5,8,13378,13286.5,8,35.25,30,8,15935.75,15601,8,14596.375,15242
819,765301.608,6308617.463,20.453,0,10,9521.3,9442.5,10,10793.2,10609,10,40.6,35.5,10,12981.3,12678,10,12907.5,12455.5
820,765302.806,6308616.271,20.498,0,9,11131.7777777778,10496,9,14587.1111111111,13666,9,70.6666666666667,71,9,19679.1111111111,18141,9,16407,15705
821,765311.691,6308618.492,20.348,13,9,11176.2222222222,10633,9,12352.8888888889,11442,9,64.2222222222222,46,9,16039.1111111111,15076,9,10833.3333333333,10529
822,765316.308,6308618.861,20.369,20,9,11200.8888888889,10942,9,11918.8888888889,11390,9,79.7777777777778,85,9,12186.5555555556,11580,9,9305.22222222222,8736
